TEMP	HUMID	SOLAR	WIND	!WBHW 
62	0.0018	177.8	7.19	3.7
61.1	0.002	19.9	7.28	3.8
58.6	0.0023	0.7	7.9	4
56.2	0.0024	1	8.52	3.9
53.2	0.003	1.2	6.84	4.1
50	0.0026	1.4	10.21	4.1
48.8	0.0026	1.6	11.19	4.3
47.2	0.0028	1.7	9.84	4.4
46.1	0.0028	1.8	9.6	4.4
45.7	0.0029	2	7.68	4.4
45.1	0.0029	1.8	6.62	4.3
44.2	0.0029	2	7.24	4.4
42.4	0.003	2.1	6.25	4.4
41.2	0.003	2.3	4.88	4.4
40.6	0.003	2.3	4.51	4.5
40.9	0.0028	20.6	3.33	4.5
41	0.0027	166.1	3.51	4.4
43.3	0.0027	343	4.19	4
52.7	0.0021	501.1	0.36	3.1
59.3	0.0013	605.1	1.99	3.5
63.8	0.0005	644.1	2.88	3.4
66	0.0003	611.9	5.42	3.2
68.2	0.0003	516.3	5.08	3.1
68.6	0.0004	364.5	6.46	3.1
68.3	0.0005	182.9	5.86	3
65.9	0.001	19.4	4.18	3
64.5	0.0009	0.5	4.92	3.2
62.2	0.0011	0.6	6.94	3.2
58.5	0.0017	0.7	7.7	3.7
56.2	0.0018	1.1	7.64	3.8
55.3	0.0018	1.1	9.45	3.7
53	0.002	1.2	8.2	3.7
50.3	0.0025	1.5	7.78	3.5
48.7	0.0026	1.6	5.83	4
47.3	0.0021	1.7	6.55	4.1
46.6	0.0023	1.7	8.19	3.8
46.1	0.0026	1.8	9.36	3.6
44.7	0.0028	2	4.79	4.3
45.5	0.0031	2	5.57	4
45.4	0.0033	11.9	8.27	4
45.1	0.0034	66.8	7.34	4.3
46.9	0.0035	186.3	7.71	4.3
51.2	0.004	199.3	9.68	4.1
54.3	0.0042	405.5	8.36	2.9
57.9	0.0044	406.4	7.9	3.3
60.3	0.0038	450.9	8.84	3.7
62.1	0.0035	419.6	5.37	3.3
61.6	0.0038	146.3	4.76	3.4
62.2	0.0037	98.2	0.8	3.8
61.3	0.0038	12.6	0.8	3.8
60.3	0.0038	1	0.8	4.1
58.7	0.0039	1.2	0.63	3.6
57.3	0.0041	1.2	2.84	3.8
55.6	0.0044	1.2	5.81	3.8
55.3	0.0042	1.2	4.57	4.1
55.3	0.0048	1.2	5.13	3.9
53.6	0.0051	1.4	3.15	4.1
53.5	0.0061	1.4	4.1	4.1
49.2	0.0057	1.6	2.06	4.1
46.6	0.0062	1.8	3.01	4.1
45.9	0.0065	1.8	4.17	4.2
46.6	0.00432	2	4.52	4.1
45.8	0.004298	1.8	3.48	4.1
45.1	0.004108	21.4	3.44	4.3
45.2	0.004148	126.3	2.53	3.9
49.6	0.0075	264.4	2.21	3.7
57.1	0.0076	181	4.51	4
60.2	0.0083	169.5	5.73	3.8
62.5	0.0089	169	5.26	3.5
64.2	0.0094	150.5	6.45	3.4
63.4	0.0102	49.2	7.23	3.5
62.6	0.0111	69.2	4.29	3.4
63.2	0.0114	32.6	3.5	3.5
62.5	0.0119	3.1	3.95	3.4
61	0.005823	0.7	7.4	3.5
60.5	0.005911	0.7	9.51	3.5
60.6	0.005601	0.7	7.82	3.4
60.2	0.004969	0.9	5.3	3.4
59.8	0.00371	0.9	5.08	3.8
59.3	0.006629	0.9	5.04	3.5
58.8	0.006854	0.9	5.13	3.5
58.5	0.006942	0.7	5.37	3.5
58.3	0.006597	0.9	4.78	3.8
58.1	0.00768	0.7	4.11	3.2
58	0.006925	0.7	6.5	3.8
57.8	0.007352	0.7	6.39	3.5
57.8	0.007265	0.7	7.18	3.6
57.8	0.006932	6.2	6.26	3.8
58.1	0.00661	42.4	6.01	3.9
58.7	0.007923	79.9	5.17	3.1
59.1	0.006776	155.3	6.14	3.5
61	0.007077	212.9	4.3	3.2
62.5	0.008022	162.7	4.07	3
64.2	0.0128	151.9	3.38	3
65.2	0.0121	95.3	2.82	2.8
66.2	0.0117	111.2	1.06	2.9
67.3	0.0109	51.4	2.48	2.7
67.3	0.0104	8.9	2.94	2.8
66	0.0109	0.3	3.18	2.9
64.8	0.0116	0.4	4.95	3
64.1	0.012	0.5	5.73	2.8
63.5	0.0125	0.5	4.56	3.1
62.4	0.00564	0.5	4.12	3
61.6	0.00845	0.6	2.66	2.9
62.5	0.009409	0.6	6.18	2.9
63	0.009509	0.5	5.2	3.1
62.8	0.008349	0.5	6.1	3.7
56.3	0.007369	0.6	3.73	3.1
54.4	0.005856	0.9	7.04	4
50.9	0.005708	1.1	8.07	3.5
48.8	0.005	1.4	7.3	4.1
47.3	0.00471	3.8	7.41	4.2
46.7	0.00454	25	7.96	4.4
46	0.004374	40.9	8.78	4.5
44.9	0.004243	62.4	8.8	4.3
44.7	0.00433	89.9	8.2	4
44.5	0.004053	63.8	8.19	4.4
43.9	0.004091	27.2	7.83	4.2
43.6	0.003947	30.4	5.76	4
43.4	0.003677	17.7	7.67	4.6
42.8	0.003564	8.7	7.99	4.5
42.2	0.003458	2.9	8.79	4.5
42.2	0.003388	2	8	4.5
44.6	0.003332	2	8.77	4.6
44.6	0.003276	2	9.74	4.5
44.3	0.003021	2	8.85	4.5
43.6	0.002791	2	8.99	4.6
42.4	0.003099	2	7.95	4.5
41.5	0.003213	2.2	9.61	4.6
40.2	0.003036	2.1	11.66	4.7
40.7	0.0052	2.2	10.29	4.7
38.1	0.0045	2.3	10.07	4.8
39.4	0.0046	2.3	8.62	4.9
40.4	0.0047	2.3	10.61	4.8
40.3	0.0048	2.3	10.78	4.8
38.7	0.0045	6	6.98	4.8
37.2	0.0043	46.3	8.66	4.9
37.7	0.0044	109.2	8.81	4.9
38.2	0.0042	189.3	9.99	4.9
39.9	0.0039	378.1	10.7	4.8
42.5	0.0036	407.9	10.12	4.6
46.3	0.0032	587	10.45	4.2
48.8	0.0026	494.8	11	4.1
49.8	0.0025	325.4	9.36	4.6
49.8	0.0022	151.7	9.46	4.5
48.7	0.0026	15	5.05	3.8
47.6	0.0025	1.7	3.66	4.4
46.5	0.0026	1.8	2.38	4.8
46.1	0.0027	2	2.11	4.2
46.3	0.0028	2	2.34	4.4
45.2	0.0028	2	3.22	4.7
43	0.0031	2	4.88	4.7
41.8	0.0031	2.1	4.86	4.7
41.5	0.003	2.2	4.61	4.7
41.4	0.0029	2.2	4.88	4.7
41	0.0029	2.1	4.34	4.8
40.5	0.0029	2.1	5.4	4.7
39.4	0.003	2.3	5.38	4.8
38.2	0.0033	2.3	6.01	4.8
38.8	0.0031	8.7	5.06	4.8
39.2	0.0032	51.9	3.22	4.9
40.4	0.0032	122.2	1.45	4.8
43.2	0.003	211.2	0.57	4.7
45.9	0.0025	228.3	2.1	4.6
47.4	0.0022	229	5.02	4.5
47.9	0.0022	221.7	3.2	4.4
48.6	0.0022	238.6	3.15	4.1
48.9	0.0019	107	3.41	4.6
48.8	0.0019	43.8	3.91	3.9
47.6	0.0021	6.2	6.17	4.1
46.7	0.0022	1.6	3.79	4.5
46.1	0.0023	1.7	4.42	4.7
44.6	0.0029	1.8	4.03	4.4
43.5	0.0033	2.1	4.73	4.7
43.2	0.0036	2.1	4.71	4.7
43.5	0.0038	2.1	5	4.5
43.4	0.0041	2	3.73	4.5
43.3	0.0047	2	4.27	4.4
42.8	0.0049	2.1	3.22	4.6
42.3	0.005	2.2	3.98	4.6
42.7	0.0048	2.1	3.94	4.7
42.8	0.0047	2.1	4.41	4.5
43.7	0.0044	2.1	5.06	4.6
44	0.0043	3.7	4.46	4.5
44.6	0.0041	25	4.99	4.5
46	0.0042	60.9	5.67	4.2
48	0.0043	97.5	5.72	4.4
49.4	0.0042	139.2	6.59	4.2
49.4	0.0038	137	6.25	4.3
50.3	0.0034	180	5.79	4
51.1	0.0034	81.4	5.89	3.9
50.9	0.0035	53.6	5.57	4.3
50.7	0.0038	32.1	5.74	3.8
50.8	0.004	4.7	4.55	3.7
50.6	0.0043	1.4	4.05	4.5
50.2	0.0047	1.4	5.16	4
49.6	0.0051	1.6	4.57	4.3
50.3	0.0056	1.4	3.46	4.1
49.8	0.0058	1.5	5.16	4.1
51.3	0.0069	1.4	6.2	3.8
52.1	0.0078	1.4	8.21	4.4
53	0.005263	1.4	7.95	3.8
54	0.005418	1.2	8.35	4
54.5	0.005849	1.1	9.25	3.7
54.9	0.005756	1.1	11.38	3.7
55.6	0.006045	1.1	9.66	3.9
56.5	0.007006	1	8.16	3.3
56.9	0.006201	1.6	7.27	3.8
56.5	0.006363	13.6	7.23	3.5
56.5	0.005682	45.3	8.47	3.8
57.2	0.006357	57.2	7.43	3.2
58.4	0.005847	79.9	3.93	3.2
60.2	0.006612	74.6	6.38	3
61.6	0.006666	73.1	6.71	3
62.8	0.007174	62.4	5.19	2.8
64.3	0.007258	59.2	3.94	2.7
66.5	0.007464	53.8	4.97	2.7
67.7	0.008981	9.7	8.53	2.6
67.3	0.009054	0	9.1	2.6
67	0.008448	0.1	7.37	2.6
66.7	0.00735	0	5.26	2.7
66.8	0.006566	0.1	4.57	2.7
66.7	0.006294	0	4.31	2.6
62.8	0.0108	0.3	7.32	3.2
60.7	0.0088	0.6	1.63	2.9
59.5	0.0093	0.6	3.83	3.7
59.9	0.0059	0.6	5.98	3.4
59	0.0044	0.7	3.69	3.3
58.3	0.0038	0.9	5.8	3.9
57.3	0.0031	0.9	7.02	3.6
55.6	0.0031	1	7.08	3.9
53.4	0.0031	9.7	11.82	4.3
51.2	0.0036	56	8.64	3.8
49.9	0.0035	209.3	12.66	4.2
49.8	0.0036	299.1	11.4	3.9
49	0.0037	261.5	9.76	4.1
49.4	0.0036	365.9	8.81	3.7
50.1	0.0034	266.9	8.34	3.7
52	0.0035	344.5	8.27	3.5
51.4	0.0035	178	8.57	3.9
49.5	0.0035	61.1	7.83	4.4
48.5	0.0037	8.4	7.27	3.6
47.9	0.0039	1.5	6.27	3.7
47.9	0.0038	1.5	6.99	4.6
47.6	0.0038	1.5	7.25	4.2
47.3	0.0039	1.5	5.73	4.2
47	0.004	1.5	5.1	4.3
46.8	0.0041	1.6	4.97	4.2
46.4	0.004	1.6	5.8	3.8
46.3	0.004	1.6	5.88	4.8
46.2	0.004	1.6	6.39	4.5
46.1	0.004	1.6	6.48	4.3
46.3	0.004	1.6	5.78	4.4
46.2	0.0041	1.7	4.89	4.4
46.1	0.0043	1.6	4.74	4.4
46.2	0.0045	2.9	4.06	4.4
44.7	0.0051	36.3	3.61	4
45.6	0.0055	45	4.1	3.6
44	0.0057	62.1	9.93	3.6
45.2	0.006	74.8	8.82	3.9
45.6	0.0057	64.8	7.44	3.3
45.6	0.0062	55.8	3.29	3.8
45.4	0.003426	33.1	2.92	3.9
45.3	0.00366	25.5	4.95	3.8
45.3	0.003399	16.7	4.44	4
45.3	0.003568	3.9	5.84	4.2
44.9	0.003202	1.6	4.67	4.4
45.1	0.003311	1.6	5.13	4.1
45.3	0.002985	1.6	3.53	4
45.4	0.002887	1.6	5.03	4.2
45.2	0.002645	1.6	5	4.3
44.7	0.003555	1.5	6.05	4.8
44.6	0.00378	1.6	5.08	4.2
44.4	0.003766	1.6	4.64	4.5
44.2	0.003985	1.7	5.49	4.4
43.9	0.003983	1.7	5.09	4.4
43.8	0.004132	1.7	5.58	4.4
43.6	0.004059	1.7	6.33	4.7
43.8	0.004179	1.7	5.16	4.2
43.7	0.004073	2.8	4.53	4.4
43.8	0.004026	15.3	4.22	4.4
43.9	0.003945	52.1	4.46	4.4
44.1	0.003708	84.6	5.38	4.7
44.7	0.003866	70.9	5.31	4.4
44.9	0.003767	80.4	5.03	4.4
44.9	0.00363	58.7	4.83	4.5
44.9	0.003628	75.8	6.04	4.4
45.1	0.003453	66.8	7.12	4.8
44.9	0.003342	20.6	6.64	4.9
44	0.003244	4.5	7.1	4.7
43.7	0.003134	1.7	5.97	4.6
43.5	0.002982	1.7	5.86	4.5
43.2	0.002721	1.7	5.54	4.7
43	0.002539	1.7	5.34	4.6
43	0.002639	1.7	6.45	4.5
43.2	0.003287	1.7	4.71	4.3
42.9	0.003386	1.7	4.52	4.6
43	0.003186	1.7	2.12	4.8
43.2	0.003391	1.7	3.67	5.3
42.9	0.003649	1.7	3.5	4.7
42.7	0.003786	1.7	4.87	4.8
42.8	0.003653	1.7	4.63	5.2
42.8	0.003808	1.7	4.56	4.9
42.7	0.003796	6.5	3.69	4.5
42.4	0.003662	71.4	3.62	4.6
44.2	0.0055	229.3	3.55	4
48.8	0.0045	470.9	5.93	4.1
52.1	0.0035	584.1	5.72	4
53.4	0.0028	635.4	9.21	4
54.4	0.0027	609	10.78	4
55.3	0.0026	529	8.26	4
56	0.0024	378.1	8.15	4.3
56.1	0.0023	198.5	6.16	4.4
55.2	0.0024	32.8	3.61	4.5
53.9	0.0025	1.1	0.78	3.7
53.4	0.0026	1.5	0.78	4.2
52.6	0.0026	1.6	0.39	4.3
51.8	0.0027	1.6	3.35	4.6
50.7	0.0029	1.6	5.07	4.7
49.5	0.0029	1.6	6.13	4.9
47.9	0.0027	1.6	6.43	5
46.6	0.0029	1.6	6.29	4.2
44.9	0.0033	1.8	7.19	4.6
45.1	0.0033	1.8	8.58	5.1
44.9	0.0036	1.8	7.21	5.1
42.8	0.0035	1.8	6.36	5
42.5	0.0036	2	6.62	5
41	0.0037	17.2	8.42	5.1
41.7	0.0041	158.8	7.75	4.3
45.1	0.0038	343	8.76	3.6
50.6	0.0035	505	9.2	3.7
55.8	0.0031	615.8	7.22	3.6
59.3	0.0027	660.7	8.24	3.4
63.5	0.0023	638.8	8.28	3.3
65.3	0.0015	549.9	7.74	3.2
66.1	0.0012	403	7.95	3.2
65.8	0.002	215.4	9.31	3
63.9	0.0025	36.7	7.11	3.2
62.1	0.0029	0.4	6.51	3.3
59.6	0.0029	0.6	7.02	3.6
56.5	0.0038	0.7	7.25	3.6
53.9	0.0054	0.9	10.17	4.2
52.8	0.0053	1	9.11	4.2
51.4	0.005	1	9.26	4.8
50.4	0.0053	1.2	5.11	4.5
50.8	0.0056	1.2	8.69	4.5
49.8	0.006	1.2	8.41	4.6
48.7	0.0062	1.4	8.45	4.6
47.9	0.0062	1.5	6.82	4.6
47.8	0.0059	1.6	5.18	4.2
48.1	0.0062	1.5	3.76	4
47.8	0.0065	19.2	6.58	5.1
49.8	0.0071	197.8	3.04	3
53.3	0.0074	323.5	7.38	3.5
58.1	0.0072	444.5	8.71	3.2
61.9	0.0062	566.5	6.88	3
64.3	0.0053	530.9	3.61	3.1
65.5	0.005	477.7	2.45	2.9
68.2	0.0041	533.3	1.73	2.8
68.5	0.0038	389.4	2.7	2.8
68.4	0.0036	216.3	2.1	2.7
67.5	0.0036	23.8	2.06	2.8
64.5	0.0035	0.1	2.75	3
62.1	0.004	0.5	2.99	3.6
60	0.0041	0.7	4.47	3.2
59	0.004	0.9	5.19	3.8
58.5	0.004	1	1.96	3.4
57.7	0.0038	1.1	4.04	3.8
56.8	0.0034	1.2	5.78	3.8
57.8	0.0031	1.1	3.05	3.3
55.2	0.0033	1.2	4.01	3.9
53.6	0.0031	1.4	3.65	3.8
51.5	0.0032	1.5	1.31	3.9
51.4	0.0032	1.6	0.56	4.1
48.7	0.0035	1.6	1.16	4.7
46.9	0.0035	16.5	1.76	4.6
47.2	0.0036	153.9	1.2	2.9
53.6	0.0035	336.7	0.37	3.5
59	0.0029	498.7	2.83	3.2
63.5	0.0022	609.5	4.66	3
66.6	0.0018	658.3	3.73	2.9
68.6	0.0015	636.8	3.6	2.8
70	0.0015	547	4.24	2.7
70.9	0.0017	400.1	5.13	2.5
71.3	0.0019	213.7	6.57	2.5
69.8	0.0027	36.5	5.16	2.5
68	0.0032	0	5.25	2.7
65.9	0.0043	0.1	6.2	2.8
62.5	0.0067	0.4	8.89	3
59.3	0.0082	0.5	7.2	3.3
57.4	0.0093	0.7	3.91	3
56.1	0.006101	1	2.75	3.2
55.5	0.006865	0.9	4.12	2.9
55.3	0.006931	0.9	8.46	3
56	0.006661	0.9	6.01	3.4
55.9	0.006933	0.9	4.95	3.3
55.2	0.006644	0.9	5.79	3.4
56.8	0.007407	0.9	8.96	3.2
55.6	0.007095	1	9.1	3.2
55.2	0.006738	7.9	8.57	3.3
55.1	0.006698	65.8	9.33	3
56.5	0.0097	322.5	8.95	2.9
59	0.0091	490.4	8.27	2.6
62.8	0.0076	605.6	8.81	2.5
66.8	0.0064	655.4	8.82	2.6
70.2	0.0057	632.4	8.52	2.5
73.2	0.0056	544.1	5.9	2.4
75	0.005	398.2	4.35	1.9
74.8	0.005	207.3	4.68	2
73.7	0.0051	34.3	4.25	2
71.9	0.0054	0	3.22	2.2
68.6	0.006	0.3	1.07	2.6
65.2	0.0063	0.5	2.33	2.6
63.2	0.0043	0.7	7.19	2.8
60.6	0.0039	0.9	5.57	3
57	0.0035	1	7.55	3.4
54.6	0.0025	1.1	8.67	3.8
52.6	0.002	1.4	9.31	3.9
50.8	0.0016	1.5	10.23	3.7
48.9	0.0012	1.7	12.32	4.7
47.5	0.0013	1.8	11.33	4.3
47.1	0.0018	1.8	12.09	4.3
46.3	0.0017	1.8	10.62	4.6
45.1	0.0017	16.2	7.92	4.5
45.2	0.001	152.7	8.69	3.4
48.2	0.0003	344.5	11.1	3.2
51.7	0.004067	510.9	14.85	3.5
53.1	0.003996	623.2	13.38	3.4
55.1	0.003704	670.5	12.55	3.5
56.3	0.003688	649.5	12.25	3.3
56.8	0.003929	562.1	12.84	3.3
56.8	0.004475	416.2	11.73	3.3
55.1	0.004507	228.6	12.09	3.8
52.6	0.004746	43.6	10.67	4.1
49.4	0.004776	1.5	9.06	3.7
46.6	0.0001	1.7	7.34	3.9
44.4	0.0002	2	7.73	4
42.5	0.0003	2.1	6.21	4
40.9	0.0004	2.5	5.65	4.2
39.5	0.0005	2.5	5.8	4.2
38.3	0.0005	2.6	5.68	4.4
37	0.0005	2.7	4.98	4.1
35.9	0.0006	2.7	5.94	4.3
34.4	0.0006	2.8	5.24	4.5
33.7	0.0007	2.9	4.46	4.4
32.7	0.0007	3.1	3.83	5.1
32.4	0.0007	3.2	3.25	4.9
32.1	0.0008	21.9	1.88	5.1
33.1	0.0008	157	4.86	4.2
36.4	0.0008	328.4	6.29	4.6
41	0.0005	514.3	8.78	4.8
44.6	0.0003	469.4	6.5	4.2
48.8	0.002401	668.5	6.24	4.2
51.4	0.002577	644.1	7.65	4.1
53.2	0.0001	522.1	7.42	3.9
54.8	0.0003	392.3	7.19	4.1
55.1	0.0006	170.5	6.85	3.8
54.4	0.0011	8.9	3.93	4.4
53.7	0.0014	1.1	3.52	3.8
52.2	0.0018	1.1	6.49	4.6
50.1	0.0022	1.2	9.24	4.2
48.6	0.003	1.4	8.88	4.7
48	0.0035	1.6	8.45	4.2
48.4	0.0041	1.6	7.15	4.2
47.7	0.0044	1.7	5.33	3.9
47.1	0.0046	1.7	4.66	4.3
46.6	0.0048	1.8	3.15	3.8
46.4	0.0049	1.7	2.16	4.4
46.5	0.005	1.7	1.87	4
47.1	0.0052	1.7	1.85	4.4
47.8	0.0054	1.6	1.4	3.7
48.1	0.0055	4.4	1.17	4.1
48.9	0.0058	30.6	1.79	4.6
51.2	0.0062	96.8	3.23	4.1
54	0.0065	182.4	2.96	3.7
58.6	0.0069	273.7	6.5	3.7
61.8	0.0074	136.6	6.56	3.3
63.1	0.008	120	5.93	3.4
64.4	0.0081	185.1	7.3	3.3
65.3	0.008	148.8	7.45	3.1
65.8	0.0082	75.1	6.92	3.3
65.2	0.0084	11.4	3.59	2.9
64.7	0.0084	0.5	4.64	3.4
64.4	0.0086	0.5	4.58	3
64.2	0.0092	0.5	5.24	3.4
63.1	0.0097	0.5	5.22	3.2
62.4	0.0104	0.6	6.12	3.1
62.3	0.0115	0.6	6.15	3.1
62.5	0.0121	0.6	5.35	3.3
61.5	0.0117	0.6	4.15	2.9
60.8	0.0115	0.7	3.89	3.2
60.3	0.009108	0.7	4.27	3.1
60.1	0.008472	0.6	4.59	3.4
60.3	0.00936	0.6	3.57	3
60.7	0.009015	0.6	4.31	3.1
61.6	0.009132	3.2	4.55	3
61.8	0.008738	56.5	5.34	2.8
62.8	0.009635	120	6.64	2.5
64	0.0128	253.4	7.64	2.3
65.6	0.0128	245.9	7.89	2.4
67.5	0.0113	279.1	8.82	2.3
71.1	0.0089	579.2	10.8	2.2
71.9	0.0081	379.6	10.4	2.2
72.2	0.0079	288.3	9.2	2
72.2	0.0076	193.4	10.67	2.1
70.7	0.0078	32.8	7.27	2.2
68.5	0.0087	0.1	7.43	2.3
66.7	0.0089	0.1	5.99	2.5
64.3	0.0086	0.4	8.74	2.6
62.3	0.0089	0.5	9.84	2.8
61.1	0.0094	0.6	8.1	3
60.3	0.0097	0.7	6.66	2.9
59.5	0.0103	0.7	8.55	3.1
59.3	0.0108	0.7	6.58	3.2
58.8	0.0107	0.9	7.82	3.2
58.6	0.008467	0.9	8.37	3.4
59	0.008847	0.9	8.81	3.2
59.6	0.010097	0.7	7.89	2.9
61	0.009118	0.6	8.41	3.4
62.1	0.010912	7	10.17	2.7
63.2	0.0125	54.8	9.29	2.9
64.5	0.0131	126.3	9.24	2.5
65.3	0.0134	107.8	9.79	2.4
66.4	0.0133	149	9.18	2.3
67.9	0.0126	168.8	9.2	2.2
68.3	0.0132	138.3	8.17	2.1
69.5	0.013	135.8	8.96	2.2
69.8	0.0129	68.5	9.77	1.9
69	0.0133	51.1	7.84	2
68.6	0.0137	19.9	7.07	1.9
68.3	0.0134	0.1	6.99	1.9
67.3	0.0142	0.3	7.09	2.1
66.6	0.0141	0.1	7.96	2.2
66	0.0138	0.3	8.05	2.3
66	0.0138	0.1	8.19	2.4
66	0.0138	0.1	6.77	2.4
65.7	0.0137	0.3	5.86	2.4
65.5	0.0136	0.3	5.17	2.5
65.5	0.013911	0.3	4.95	2.5
66.2	0.014294	0.3	6.69	2.6
67	0.014064	0.1	10.7	2.5
67.2	0.014476	0.1	10.73	2.5
67	0.014736	0.1	10.22	2.5
66.8	0.014298	12.1	8.62	2.5
67.2	0.013511	93.6	8.04	2.5
68.2	0.0149	81.2	11.5	2.3
68.7	0.0151	124.3	10.58	2.1
68.8	0.0152	181.2	9.91	1.9
69	0.0153	130.5	9.31	1.9
68.3	0.015	76.3	7.43	2
67.3	0.0144	94.6	7.5	1.9
67.8	0.013917	56.8	5.75	1.8
68.7	0.0152	29.2	5.79	1.9
69	0.0153	4.5	5.08	1.9
68.6	0.0151	0	7.89	2
68.2	0.015	0	6.25	2
68	0.012933	0	5.2	2
67.6	0.0131	0	5.7	2
67.6	0.011512	0	4.6	2.1
67.3	0.014818	0	3.73	2.2
66.7	0.015728	0.1	2.6	2.2
66.5	0.015324	0.1	1.93	2.5
66.3	0.015146	0.1	1.42	2.4
65.7	0.014862	0.1	2.47	2.5
64.2	0.013	0.1	5.27	2.7
62.3	0.012354	0.3	6.11	2.8
62.5	0.012487	0.3	4.43	2.7
62.8	0.012221	0.7	2.54	2.6
61	0.010289	8.4	4.65	2.5
60.4	0.010038	51.9	5.65	2.4
64.6	0.01141	147.8	5.48	2.2
68.2	0.012839	172.4	6.73	2
69.8	0.0157	287.4	8.44	2.1
69.7	0.0157	183.2	7.98	1.9
70.4	0.0161	144.4	7.8	1.8
69.6	0.0156	115.1	6.71	1.8
71.7	0.0151	90.4	6.39	1.7
71	0.0152	8.9	9.88	1.9
69.3	0.0154	-0.1	10.68	2
68.9	0.0153	-0.1	11.04	2
68.7	0.0152	-0.1	10.12	2.2
68.5	0.0151	-0.1	11.41	2.2
68.5	0.0151	-0.1	11.35	2.2
68	0.0148	-0.1	10.62	2.2
67.7	0.0146	0	10.49	2.2
67.5	0.0145	0	9.34	2.3
67.6	0.0146	0	9.64	2.3
67.4	0.0145	0	9.87	2.4
67.5	0.0145	-0.1	10.33	2.4
67.3	0.0144	0	10.73	2.5
67	0.0143	-0.1	10.64	2.4
67	0.0143	2.8	11.72	2.4
67.3	0.0144	31.9	10.55	2.3
68	0.0148	100.9	10.66	2.1
68.5	0.015	65.5	11.63	1.9
68	0.0148	48.5	10.27	1.9
68.5	0.0151	271.3	10.93	1.9
70.5	0.0161	234.7	12.63	1.8
66.9	0.0132	106	14.71	1.7
58	0.01	160.5	14.83	2
56.7	0.0095	47	11.49	2.5
56	0.0087	7.2	12.15	3.1
55.7	0.0085	0.6	11.08	2.8
54.7	0.0073	0.7	11.11	3.1
53.7	0.0069	0.9	11.27	3.3
53.1	0.0066	0.9	9.78	0.5
52.7	0.006	0.9	9.86	0.1
52.2	0.0055	0.9	9.57	0
53.3	0.0056	1	9.04	0
50.8	0.005	1	8.03	0.1
50.1	0.005	1.1	7.4	2.7
49.9	0.0051	1.2	5.74	2.4
49.8	0.0051	1.1	5.76	2.1
48.3	0.0054	1.2	4	1.9
47.3	0.0057	1.2	4.67	2.1
46.6	0.0061	3.2	3.86	2.2
46.4	0.0056	23.6	4.14	2.4
47.1	0.0051	55.8	3.33	3
48.1	0.005	134.1	4.5	3
49.8	0.0045	235.6	4.95	3.4
51.8	0.0044	412.8	5.85	3.1
55.7	0.0033	637.8	8.29	3.2
56.6	0.0029	580.2	7.96	3.3
57.7	0.0029	410.8	6.73	3.3
57.3	0.0029	129.7	5.55	3.3
56	0.0031	10.6	5.81	3.4
54.6	0.0033	0.7	2.85	3.3
53.9	0.0035	0.9	0.4	3.4
53.3	0.0036	1	0.11	3.7
52.2	0.0039	1.1	1.66	3.5
51.4	0.004	1.1	2.08	3.8
49.9	0.0043	1.2	5.54	4
47.9	0.0045	1.4	5.21	3.8
47.2	0.0043	1.5	5.1	4.1
46.4	0.0044	1.6	6.08	4.8
45.4	0.0041	1.7	6.03	4.4
43.8	0.0036	1.8	4.91	4.1
42.8	0.0035	1.8	3.9	4.2
42	0.0034	2	4.2	4.2
41.7	0.0034	23.6	3.89	4.4
42.5	0.0034	141.4	1.63	4
47.1	0.0033	339.6	4.41	4.1
51.6	0.0029	510.4	6.26	3.8
53.6	0.0026	576.8	5.51	3.9
55.8	0.0024	679.8	7.06	3.7
57.8	0.0022	668.5	7.09	3.5
59.5	0.002	582.2	5.65	3.7
61	0.0016	437.7	5.55	3.4
61.3	0.0014	251.5	5.24	3.4
60.1	0.0019	61.1	4.58	3.5
57	0.0029	0.6	4.6	4.3
55.1	0.0032	0.9	3.2	3.7
54.1	0.0031	0.9	0.88	3.5
54.6	0.0024	1.2	1.41	3.7
53.6	0.0023	1.2	2.68	3.9
52.1	0.0025	1.2	2.84	3.8
51.1	0.0025	1.2	1.88	4.1
48.5	0.003	1.4	1.14	3.8
49.8	0.0032	1.5	2.27	4.5
48.2	0.0036	1.5	0.2	4.5
46.4	0.0032	1.5	5.07	5.1
46.6	0.0031	1.6	1.8	3.8
47.1	0.0031	1.6	0.23	4.4
46.2	0.0033	14.8	0.34	4.5
47.1	0.0035	163.6	1.53	3.8
50.8	0.0038	362	3.28	3.8
54.5	0.0033	526	2.97	3.3
58.2	0.0032	612.4	4.67	3.3
60.9	0.0031	666.1	4.01	3.1
63	0.0024	612.9	5.56	3
64.7	0.0022	548	5.47	2.9
65.4	0.002	418.7	6.87	2.8
65.5	0.0019	209	7.12	2.9
64.5	0.0021	34.5	5.02	2.8
62.3	0.0024	0.4	4.54	3.3
59.8	0.0027	0.4	6.24	3.2
59.2	0.0028	0.5	6.38	3.5
58.2	0.0029	0.5	9.01	3.3
55.6	0.0031	0.6	11.02	4
53.9	0.0034	0.6	9.29	3.6
52.1	0.0045	0.9	6.77	4
51	0.0052	1	8.26	3.8
50.3	0.0057	1.1	7.87	4.6
49.9	0.006	1.2	8.26	3.9
49.3	0.0063	1.2	5.78	3.6
49.6	0.0067	1.4	4.09	4.4
49.9	0.0071	1.2	4.53	4
49.9	0.0076	9.9	3.47	3.8
49.4	0.004361	67	5.79	4.3
