input0	input1	input2	input3	input4	input5	input6	input7	input8	input9	input10	input11	input12	input13	input14	input15	input16	input17	input18	input19	input20	input21	input22	input23	input24	input25	input26	input27	input28	input29	input30	input31	input32	input33	input34	input35	input36	input37	input38	input39	input40	input41	input42	input43	input44	input45	input46	input47	input48	input49	input50	input51	input52	input53	input54	input55	input56	input57	input58	input59	rndInput0	rndInput1	rndInput2	rndInput3	rndInput4	rndInput5	rndInput6	rndInput7	!output0	!output1
0.0712	0.0901	0.1276	0.1497	0.1284	0.1165	0.1285	0.1684	0.183	0.2127	0.2891	0.3985	0.4576	0.5821	0.5027	0.193	0.2579	0.3177	0.2745	0.6186	0.8958	0.7442	0.5188	0.2811	0.1773	0.6607	0.7576	0.5122	0.4701	0.5479	0.4347	0.1276	0.0846	0.0927	0.0313	0.0998	0.1781	0.1586	0.3001	0.2208	0.1455	0.2895	0.3203	0.1414	0.0629	0.0734	0.0805	0.0608	0.0565	0.0286	0.0154	0.0154	0.0156	0.0054	0.003	0.0048	0.0087	0.0101	0.0095	0.0068	0.05392360000579366	0.19748992874177262	0.15116834355179987	0.2862471667873975	0.24062515826545183	0.802792340993606	0.03308873697400305	0.0	1.0
0.0207	0.0535	0.0334	0.0818	0.074	0.0324	0.0918	0.107	0.1553	0.1234	0.1796	0.1787	0.1247	0.2577	0.337	0.399	0.1647	0.2266	0.3219	0.5356	0.8159	1.0	0.8701	0.6889	0.6299	0.5738	0.5707	0.5976	0.4301	0.2058	0.1	0.2247	0.2308	0.3977	0.3317	0.1726	0.1429	0.2168	0.1967	0.214	0.3674	0.2023	0.0778	0.0925	0.2388	0.34	0.2594	0.1102	0.0911	0.0462	0.0171	0.0033	0.005	0.019	0.0103	0.0121	0.0042	0.009	0.007	0.0099	0.0681454583255765	0.7834940330045482	0.8353477486481344	0.8338853323788301	0.7298108798866004	0.055924728722435924	0.3058274372646551	0.0	1.0
0.0209	0.0278	0.0115	0.0445	0.0427	0.0766	0.1458	0.143	0.1894	0.1853	0.1748	0.1556	0.1476	0.1378	0.2584	0.3827	0.4784	0.536	0.6192	0.7912	0.9264	1.0	0.908	0.7435	0.5557	0.3172	0.1295	0.0598	0.2722	0.3616	0.3293	0.4855	0.3936	0.1845	0.0342	0.2489	0.3837	0.3514	0.2654	0.176	0.1599	0.0866	0.059	0.0813	0.0492	0.0417	0.0495	0.0367	0.0115	0.0118	0.0133	0.0096	0.0014	0.0049	0.0039	0.0029	0.0078	0.0047	0.0021	0.0011	0.4571785723837569	0.4151009316202039	0.9133916994546682	0.676785528619451	0.5175584268709735	0.5542883528175513	0.545239189458339	0.0	1.0
0.0231	0.0315	0.017	0.0226	0.041	0.0116	0.0223	0.0805	0.2365	0.2461	0.2245	0.152	0.1732	0.3099	0.438	0.5595	0.682	0.6164	0.6803	0.8435	0.9921	1.0	0.7983	0.5426	0.3952	0.5179	0.565	0.3042	0.1881	0.396	0.2286	0.3544	0.4187	0.2398	0.1847	0.376	0.4331	0.3626	0.2519	0.187	0.1046	0.2339	0.1991	0.11	0.0684	0.0303	0.0674	0.0785	0.0455	0.0246	0.0151	0.0125	0.0036	0.0123	0.0043	0.0114	0.0052	0.0091	8.0E-4	0.0092	0.07045859671643906	0.8142925499742062	0.4838678201363943	0.946658176892982	0.27440269573755804	0.0413252989667362	0.7816953256857426	0.0	1.0
0.0131	0.0201	0.0045	0.0217	0.023	0.0481	0.0742	0.0333	0.1369	0.2079	0.2295	0.199	0.1184	0.1891	0.2949	0.5343	0.685	0.7923	0.822	0.729	0.7352	0.7918	0.8057	0.4898	0.1934	0.2924	0.6255	0.8546	0.8966	0.7821	0.5168	0.484	0.4038	0.3411	0.2849	0.2353	0.2699	0.4442	0.4323	0.3314	0.1195	0.1669	0.3702	0.3072	0.0945	0.1545	0.1394	0.0772	0.0615	0.023	0.0111	0.0168	0.0086	0.0045	0.0062	0.0065	0.003	0.0066	0.0029	0.0053	0.7530678375380746	0.5559843755183671	0.0934617383559807	0.43443472543419537	0.1722841816273991	0.07896922142956397	0.9624189892124698	0.0	1.0
0.0233	0.0394	0.0416	0.0547	0.0993	0.1515	0.1674	0.1513	0.1723	0.2078	0.1239	0.0236	0.1771	0.3115	0.499	0.6707	0.7655	0.8485	0.9805	1.0	1.0	0.9992	0.9067	0.6803	0.5103	0.4716	0.498	0.6196	0.7171	0.6316	0.3554	0.2897	0.4316	0.3791	0.2421	0.0944	0.0351	0.0844	0.0436	0.113	0.2045	0.1937	0.0834	0.1502	0.1675	0.1058	0.1111	0.0849	0.0596	0.0201	0.0071	0.0104	0.0062	0.0026	0.0025	0.0061	0.0038	0.0101	0.0078	6.0E-4	0.002136329479733412	0.2742715163485512	0.27892801683732393	0.8814671507636853	0.27387498704201996	0.9539373217778985	0.8989067279998597	0.0	1.0
0.0117	0.0069	0.0279	0.0583	0.0915	0.1267	0.1577	0.1927	0.2361	0.2169	0.118	0.0754	0.2782	0.3758	0.5093	0.6592	0.7071	0.7532	0.8357	0.8593	0.9615	0.9838	0.8705	0.6403	0.5067	0.5395	0.6934	0.8487	0.8213	0.5962	0.295	0.2758	0.2885	0.1893	0.1446	0.0955	0.0888	0.0836	0.0894	0.1547	0.2318	0.2225	0.1035	0.1721	0.2017	0.1787	0.1112	0.0398	0.0305	0.0084	0.0039	0.0053	0.0029	0.002	0.0013	0.0029	0.002	0.0062	0.0026	0.0052	0.07367080655469116	0.5187259518033568	0.46934451212555917	0.5127837328574993	0.18628105291299535	0.3279587137508889	0.5758797481744306	0.0	1.0
0.0211	0.0128	0.0015	0.045	0.0711	0.1563	0.1518	0.1206	0.1666	0.1345	0.0785	0.0367	0.1227	0.2614	0.428	0.6122	0.7435	0.813	0.9006	0.9603	0.9162	0.914	0.7851	0.5134	0.3439	0.329	0.2571	0.3685	0.5765	0.619	0.4613	0.3615	0.4434	0.3864	0.3093	0.2138	0.1112	0.1386	0.1523	0.0996	0.1644	0.1902	0.1313	0.1776	0.2	0.0765	0.0727	0.0749	0.0449	0.0134	0.0174	0.0117	0.0023	0.0047	0.0049	0.0031	0.0024	0.0039	0.0051	0.0015	0.2709637023054028	0.2526170679558024	0.2171806108559099	0.9263296841948236	0.2915346644864196	0.8128157282634834	0.6112632834580785	0.0	1.0
0.0047	0.0059	0.008	0.0554	0.0883	0.1278	0.1674	0.1373	0.2922	0.3469	0.3265	0.3263	0.2301	0.1253	0.2102	0.2401	0.1928	0.1673	0.1228	0.0902	0.1557	0.3291	0.5268	0.674	0.7906	0.8938	0.9395	0.9493	0.904	0.9151	0.8828	0.8086	0.718	0.672	0.6447	0.6879	0.6241	0.4936	0.4144	0.424	0.4546	0.4392	0.4323	0.4921	0.471	0.3196	0.2241	0.1806	0.099	0.0251	0.0129	0.0095	0.0126	0.0069	0.0039	0.0068	0.006	0.0045	2.0E-4	0.0029	0.5874821559654337	0.5897406105172524	0.6461161129917826	0.5702369193819783	0.2357826056407326	0.6895993352823417	0.4198854597055588	0.0	1.0
0.0201	0.0178	0.0274	0.0232	0.0724	0.0833	0.1232	0.1298	0.2085	0.272	0.2188	0.3037	0.2959	0.2059	0.0906	0.161	0.18	0.218	0.2026	0.1506	0.0521	0.2143	0.4333	0.5943	0.6926	0.7576	0.8787	0.906	0.8528	0.9087	0.9657	0.9306	0.7774	0.6643	0.6604	0.6884	0.6938	0.5932	0.5774	0.6223	0.5841	0.4527	0.4911	0.5762	0.5013	0.4042	0.3123	0.2232	0.1085	0.0414	0.0253	0.0131	0.0049	0.0104	0.0102	0.0092	0.0083	0.002	0.0048	0.0036	0.630938611211308	0.8377400272718275	0.09372141199119688	0.44438189820525875	0.4370528730494494	0.3951916720332763	0.600862391683342	0.0	1.0
0.0107	0.0453	0.0289	0.0713	0.1075	0.1019	0.1606	0.2119	0.3061	0.2936	0.3104	0.3431	0.2456	0.1887	0.1184	0.208	0.2736	0.3274	0.2344	0.126	0.0576	0.1241	0.3239	0.4357	0.5734	0.7825	0.9252	0.9349	0.9348	1.0	0.9308	0.8478	0.7605	0.704	0.7539	0.799	0.7673	0.5955	0.4731	0.484	0.434	0.3954	0.4837	0.5379	0.4485	0.2674	0.1541	0.1359	0.0941	0.0261	0.0079	0.0164	0.012	0.0113	0.0021	0.0097	0.0072	0.006	0.0017	0.0036	0.6372881907697652	0.40928353353337776	0.6411986794988889	0.05546781008283719	0.7483402859975598	0.5677484292651053	0.409259679255222	0.0	1.0
0.0235	0.022	0.0167	0.0516	0.0746	0.1121	0.1258	0.1717	0.3074	0.3199	0.2946	0.2484	0.251	0.1806	0.1413	0.3019	0.3635	0.3887	0.298	0.2219	0.1624	0.1343	0.2046	0.3791	0.5771	0.7545	0.8406	0.8547	0.9036	1.0	0.9646	0.7912	0.6412	0.5986	0.6835	0.7771	0.8084	0.7426	0.6295	0.5708	0.4433	0.3361	0.3795	0.495	0.4373	0.2404	0.1128	0.1654	0.0933	0.0225	0.0214	0.0221	0.0152	0.0083	0.0058	0.0023	0.0057	0.0052	0.0027	0.0021	0.48944611079713773	0.8719129606529438	0.760289362809229	0.7666932257077138	0.7736320450259702	0.28421432538258273	0.9732413011044179	0.0	1.0
0.0258	0.0433	0.0547	0.0681	0.0784	0.125	0.1296	0.1729	0.2794	0.2954	0.2506	0.2601	0.2249	0.2115	0.127	0.1193	0.1794	0.2185	0.1646	0.074	0.0625	0.2381	0.4824	0.6372	0.7531	0.8959	0.9941	0.9957	0.9328	0.9344	0.8854	0.769	0.6865	0.639	0.6378	0.6629	0.5983	0.4565	0.3129	0.4158	0.4325	0.4031	0.4201	0.4557	0.3955	0.2966	0.2095	0.1558	0.0884	0.0265	0.0121	0.0091	0.0062	0.0019	0.0045	0.0079	0.0031	0.0063	0.0048	0.005	0.9024536566967062	0.8348789074162268	0.6817797028193795	0.10530711627753031	0.19030976578951042	0.21444515530550268	0.9692448554529114	0.0	1.0
0.0305	0.0363	0.0214	0.0227	0.0456	0.0665	0.0939	0.0972	0.2535	0.3127	0.2192	0.2621	0.2419	0.2179	0.1159	0.1237	0.0886	0.1755	0.1758	0.154	0.0512	0.1805	0.4039	0.5697	0.6577	0.7474	0.8543	0.9085	0.8668	0.8892	0.9065	0.8522	0.7204	0.62	0.6253	0.6848	0.7337	0.6281	0.5725	0.6119	0.5597	0.4965	0.5027	0.5772	0.5907	0.4803	0.3877	0.2779	0.1427	0.0424	0.0271	0.02	0.007	0.007	0.0086	0.0089	0.0074	0.0042	0.0055	0.0021	0.5705344653097112	0.8102289560481704	0.24431710545054608	0.8469171363929873	0.3629943616500554	0.8039740117019728	0.40033625187342015	0.0	1.0
0.0217	0.0152	0.0346	0.0346	0.0484	0.0526	0.0773	0.0862	0.1451	0.211	0.2343	0.2087	0.1645	0.1689	0.165	0.1967	0.2934	0.3709	0.4309	0.4161	0.5116	0.6501	0.7717	0.8491	0.9104	0.8912	0.8189	0.6779	0.5368	0.5207	0.5651	0.5749	0.525	0.4255	0.333	0.2331	0.1451	0.1648	0.2694	0.373	0.4467	0.4133	0.3743	0.3021	0.2069	0.179	0.1689	0.1341	0.0769	0.0222	0.0205	0.0123	0.0067	0.0011	0.0026	0.0049	0.0029	0.0022	0.0022	0.0032	0.5824524979130173	0.7636115145071175	0.4653338976710817	0.4544760340788807	0.5159854518573636	0.6986983105608219	0.5210734345429835	0.0	1.0
0.0072	0.0027	0.0089	0.0061	0.042	0.0865	0.1182	0.0999	0.1976	0.2318	0.2472	0.288	0.2126	0.0708	0.1194	0.2808	0.4221	0.5279	0.5857	0.6153	0.6753	0.7873	0.8974	0.9828	1.0	0.846	0.6055	0.3036	0.0144	0.2526	0.4335	0.4918	0.5409	0.5961	0.5248	0.3777	0.2369	0.172	0.1878	0.325	0.2575	0.2423	0.2706	0.2323	0.1724	0.1457	0.1175	0.0868	0.0392	0.0131	0.0092	0.0078	0.0071	0.0081	0.0034	0.0064	0.0037	0.0036	0.0012	0.0037	0.8933396496826534	0.04434755579449934	0.8700964345528791	0.645601295152331	0.6959270490873508	0.05754995986401801	0.16843093050490743	0.0	1.0
0.0163	0.0198	0.0202	0.0386	0.0752	0.1444	0.1487	0.1484	0.2442	0.2822	0.3691	0.375	0.3927	0.3308	0.1085	0.1139	0.3446	0.5441	0.647	0.7276	0.7894	0.8264	0.8697	0.7836	0.714	0.5698	0.2908	0.4636	0.6409	0.7405	0.8069	0.842	1.0	0.9536	0.6755	0.3905	0.1249	0.3629	0.6356	0.8116	0.7664	0.5417	0.2614	0.1723	0.2814	0.2764	0.1985	0.1502	0.1219	0.0493	0.0027	0.0077	0.0026	0.0031	0.0083	0.002	0.0084	0.0108	0.0083	0.0033	0.47051968061327787	0.9709456616576893	0.05949377294948255	0.5538334081681999	0.39963297375723517	0.14241627892588904	0.49491160745348506	0.0	1.0
0.0221	0.0065	0.0164	0.0487	0.0519	0.0849	0.0812	0.1833	0.2228	0.181	0.2549	0.2984	0.2624	0.1893	0.0668	0.2666	0.4274	0.6291	0.7782	0.7686	0.8099	0.8493	0.944	0.945	0.9655	0.8045	0.4969	0.396	0.3856	0.5574	0.7309	0.8549	0.9425	0.8726	0.6673	0.4694	0.1546	0.1748	0.3607	0.5208	0.5177	0.3702	0.224	0.0816	0.0395	0.0785	0.1052	0.1034	0.0764	0.0216	0.0167	0.0089	0.0051	0.0015	0.0075	0.0058	0.0016	0.007	0.0074	0.0038	0.542592848029941	0.22065687485674068	0.3420515792018002	0.12583241928306832	0.6735435461481646	0.716783625738778	0.4178618822155483	0.0	1.0
0.0411	0.0277	0.0604	0.0525	0.0489	0.0385	0.0611	0.1117	0.1237	0.23	0.137	0.1335	0.2137	0.1526	0.0775	0.1196	0.0903	0.0689	0.2071	0.2975	0.2836	0.3353	0.3622	0.3202	0.3452	0.3562	0.3892	0.6622	0.9254	1.0	0.8528	0.6297	0.525	0.4012	0.2901	0.2007	0.3356	0.4799	0.6147	0.6246	0.4973	0.3492	0.2662	0.3137	0.4282	0.4262	0.3511	0.2458	0.1259	0.0327	0.0181	0.0217	0.0038	0.0019	0.0065	0.0132	0.0108	0.005	0.0085	0.0044	0.6534010892831745	0.8446018808954119	0.2244225513793866	0.5006690094381921	0.1646728872889539	0.20771449748121773	0.35785022997672344	0.0	1.0
0.0137	0.0297	0.0116	0.0082	0.0241	0.0253	0.0279	0.013	0.0489	0.0874	0.11	0.1084	0.1094	0.1023	0.0601	0.0906	0.1313	0.2758	0.366	0.5269	0.581	0.6181	0.5875	0.4639	0.5424	0.7367	0.9089	1.0	0.8247	0.5441	0.3349	0.0877	0.16	0.4169	0.6576	0.739	0.7963	0.7493	0.6795	0.4713	0.2355	0.1704	0.2728	0.4016	0.4125	0.347	0.2739	0.179	0.0922	0.0276	0.0169	0.0081	0.004	0.0025	0.0036	0.0058	0.0067	0.0035	0.0043	0.0033	0.38368554918232767	0.3990425252218882	0.3895826813901513	0.9271671498106618	0.06504380271230004	0.2752560189799561	0.1658790275514348	0.0	1.0
0.0015	0.0186	0.0289	0.0195	0.0515	0.0817	0.1005	0.0124	0.1168	0.1476	0.2118	0.2575	0.2354	0.1334	0.0092	0.1951	0.3685	0.4646	0.5418	0.626	0.742	0.8257	0.8609	0.84	0.8949	0.9945	1.0	0.9649	0.8747	0.6257	0.2184	0.2945	0.3645	0.5012	0.7843	0.9361	0.8195	0.6207	0.4513	0.3004	0.2674	0.2241	0.3141	0.3693	0.2986	0.2226	0.0849	0.0359	0.0289	0.0122	0.0045	0.0108	0.0075	0.0089	0.0036	0.0029	0.0013	0.001	0.0032	0.0047	0.4128733863548195	0.6791347878811982	0.5974930370240876	0.35827361909577116	0.2285385862401189	0.6998447182007863	0.36779640093161936	0.0	1.0
0.013	0.012	0.0436	0.0624	0.0428	0.0349	0.0384	0.0446	0.1318	0.1375	0.2026	0.2389	0.2112	0.1444	0.0742	0.1533	0.3052	0.4116	0.5466	0.5933	0.6663	0.7333	0.7136	0.7014	0.7758	0.9137	0.9964	1.0	0.8881	0.6585	0.2707	0.1746	0.2709	0.4853	0.7184	0.8209	0.7536	0.6496	0.4708	0.3482	0.3508	0.3181	0.3524	0.3659	0.2846	0.1714	0.0694	0.0303	0.0292	0.0116	0.0024	0.0084	0.01	0.0018	0.0035	0.0058	0.0011	9.0E-4	0.0033	0.0026	0.6464393874780073	0.4024565017770808	0.7372522715783982	0.672164307202551	0.19130716921958046	0.239837844943684	0.46907741133176484	0.0	1.0
0.0134	0.0172	0.0178	0.0363	0.0444	0.0744	0.08	0.0456	0.0368	0.125	0.2405	0.2325	0.2523	0.1472	0.0669	0.11	0.2353	0.3282	0.4416	0.5167	0.6508	0.7793	0.7978	0.7786	0.8587	0.9321	0.9454	0.8645	0.722	0.485	0.1357	0.2951	0.4715	0.6036	0.8083	0.987	0.88	0.6411	0.4276	0.2702	0.2642	0.3342	0.4335	0.4542	0.396	0.2525	0.1084	0.0372	0.0286	0.0099	0.0046	0.0094	0.0048	0.0047	0.0016	8.0E-4	0.0042	0.0024	0.0027	0.0041	0.6789100178939965	0.4511928261566963	0.9890095135074951	0.24914825916445804	0.8904328625944368	0.3390201955550811	0.5282522411935985	0.0	1.0
0.0179	0.0136	0.0408	0.0633	0.0596	0.0808	0.209	0.3465	0.5276	0.5965	0.6254	0.4507	0.3693	0.2864	0.1635	0.0422	0.1785	0.4394	0.695	0.8097	0.855	0.8717	0.8601	0.9201	0.8729	0.8084	0.8694	0.8411	0.5793	0.3754	0.3485	0.4639	0.6495	0.6901	0.5666	0.5188	0.506	0.3885	0.3762	0.3738	0.2605	0.1591	0.1875	0.2267	0.1577	0.1211	0.0883	0.085	0.0355	0.0219	0.0086	0.0123	0.006	0.0187	0.0111	0.0126	0.0081	0.0155	0.016	0.0085	0.7173795406845137	0.4233333462275922	0.916715552345414	0.6143230345800792	0.2992326257363451	0.7568445026377171	0.15195023773137328	0.0	1.0
0.018	0.0444	0.0476	0.0698	0.1615	0.0887	0.0596	0.1071	0.3175	0.2918	0.3273	0.3035	0.3033	0.2587	0.1682	0.1308	0.2803	0.4519	0.6641	0.7683	0.696	0.4393	0.2432	0.2886	0.4974	0.8172	1.0	0.9238	0.8519	0.7722	0.5772	0.519	0.6824	0.622	0.5054	0.3578	0.3809	0.3813	0.3359	0.2771	0.3648	0.3834	0.3453	0.2096	0.1031	0.0798	0.0701	0.0526	0.0241	0.0117	0.0122	0.0122	0.0114	0.0098	0.0027	0.0025	0.0026	0.005	0.0073	0.0022	0.2893721449040624	0.8273535855237811	0.08584007645287894	0.8727604164023007	0.6298793908967905	0.6440625226717693	0.14222005443725616	0.0	1.0
0.0329	0.0216	0.0386	0.0627	0.1158	0.1482	0.2054	0.1605	0.2532	0.2672	0.3056	0.3161	0.2314	0.2067	0.1804	0.2808	0.4423	0.5947	0.6601	0.5844	0.4539	0.4789	0.5646	0.5281	0.7115	1.0	0.9564	0.609	0.5112	0.4	0.0482	0.1852	0.2186	0.1436	0.1757	0.1428	0.1644	0.3089	0.3648	0.4441	0.3859	0.2813	0.1238	0.0953	0.1201	0.0825	0.0618	0.0141	0.0108	0.0124	0.0104	0.0095	0.0151	0.0059	0.0015	0.0053	0.0016	0.0042	0.0053	0.0074	0.9471738714346061	0.13939774835143615	0.4505935516165587	0.10726214966640424	0.8878253135446543	0.7363067253328641	0.8574620776741693	0.0	1.0
0.0191	0.0173	0.0291	0.0301	0.0463	0.069	0.0576	0.1103	0.2423	0.3134	0.4786	0.5239	0.4393	0.344	0.2869	0.3889	0.442	0.3892	0.4088	0.5006	0.7271	0.9385	1.0	0.9831	0.9932	0.9161	0.8237	0.6957	0.4536	0.3281	0.2522	0.3964	0.4154	0.3308	0.1445	0.1923	0.3208	0.3367	0.5683	0.5505	0.3231	0.0448	0.3131	0.3387	0.413	0.3639	0.2069	0.0859	0.06	0.0267	0.0125	0.004	0.0136	0.0137	0.0172	0.0132	0.011	0.0122	0.0114	0.0068	0.027568016198527112	0.5356440335737668	0.4684420775029604	0.06006164239636347	0.9685207532205165	0.21204803272249406	0.7983822882897927	0.0	1.0
0.0294	0.0123	0.0117	0.0113	0.0497	0.0998	0.1326	0.1117	0.2984	0.3473	0.4231	0.5044	0.5237	0.4398	0.3236	0.2956	0.3286	0.3231	0.4528	0.6339	0.7044	0.8314	0.8449	0.8512	0.9138	0.9985	1.0	0.7544	0.4661	0.3924	0.3849	0.4674	0.4245	0.3095	0.0752	0.2885	0.4072	0.317	0.2863	0.2634	0.0541	0.1874	0.3459	0.4646	0.4366	0.2581	0.1319	0.0505	0.0112	0.0059	0.0041	0.0056	0.0104	0.0079	0.0014	0.0054	0.0015	6.0E-4	0.0081	0.0043	0.3145702062654847	0.99171062290773	0.7456816732687864	0.546336331003952	0.9214713785967109	0.9265738933645026	0.07758412829202199	0.0	1.0
0.0635	0.0709	0.0453	0.0333	0.0185	0.126	0.1015	0.1918	0.3362	0.39	0.4674	0.5632	0.5506	0.4343	0.3052	0.3492	0.3975	0.3875	0.528	0.7198	0.7702	0.8562	0.8688	0.9236	1.0	0.9662	0.9822	0.736	0.4158	0.2918	0.328	0.369	0.345	0.2863	0.0864	0.3724	0.4649	0.3488	0.1817	0.1142	0.122	0.2621	0.4461	0.4726	0.3263	0.1423	0.039	0.0406	0.0311	0.0086	0.0154	0.0048	0.0025	0.0087	0.0072	0.0095	0.0086	0.0085	0.004	0.0051	0.3519915445009364	0.23747313146974958	0.8215295142344943	0.7277787621942867	0.8223440369300768	0.8313333402763642	0.9061868831481592	0.0	1.0
0.0201	0.0165	0.0344	0.033	0.0397	0.0443	0.0684	0.0903	0.1739	0.2571	0.2931	0.3108	0.3603	0.3002	0.2718	0.2007	0.1801	0.2234	0.3568	0.5492	0.7209	0.8318	0.8864	0.952	0.9637	1.0	0.9673	0.8664	0.7896	0.6345	0.5351	0.4056	0.2563	0.2894	0.3588	0.4296	0.4773	0.4516	0.3765	0.3051	0.1921	0.1184	0.1984	0.157	0.066	0.1294	0.0797	0.0052	0.0233	0.0152	0.0125	0.0054	0.0057	0.0137	0.0109	0.0035	0.0056	0.0105	0.0082	0.0036	0.26662393346353774	0.36944883555036845	0.2750772882838395	0.8737374267772203	0.0758684051365579	0.11019001449711208	0.2193196492795938	0.0	1.0
0.0197	0.0394	0.0384	0.0076	0.0251	0.0629	0.0747	0.0578	0.1357	0.1695	0.1734	0.247	0.3141	0.3297	0.2759	0.2056	0.1162	0.1884	0.339	0.3926	0.4282	0.5418	0.6448	0.7223	0.7853	0.7984	0.8847	0.9582	0.899	0.6831	0.6108	0.548	0.5058	0.4476	0.2401	0.1405	0.1772	0.1742	0.3326	0.4021	0.3009	0.2075	0.1206	0.0255	0.0298	0.0691	0.0781	0.0777	0.0369	0.0057	0.0091	0.0134	0.0097	0.0042	0.0058	0.0072	0.0041	0.0045	0.0047	0.0054	0.30143159587578905	0.10720500213642292	0.09958628006400982	0.33987948534989043	0.06708177025227702	0.050218659613997074	0.5998105935818935	0.0	1.0
0.0394	0.042	0.0446	0.0551	0.0597	0.1416	0.0956	0.0802	0.1618	0.2558	0.3078	0.3404	0.34	0.3951	0.3352	0.2252	0.2086	0.2248	0.3382	0.4578	0.6474	0.6708	0.7007	0.7619	0.7745	0.6767	0.7373	0.7834	0.9619	1.0	0.8086	0.5558	0.5409	0.4988	0.3108	0.2897	0.2244	0.096	0.2287	0.3228	0.3454	0.3882	0.324	0.0926	0.1173	0.0566	0.0766	0.0969	0.0588	0.005	0.0118	0.0146	0.004	0.0114	0.0032	0.0062	0.0101	0.0068	0.0053	0.0087	0.4626036268243564	0.6908211129842898	0.3069761055463347	0.04901692670513802	0.674290171789076	0.6338868301220745	0.43710588737498335	0.0	1.0
0.031	0.0221	0.0433	0.0191	0.0964	0.1827	0.1106	0.1702	0.2804	0.4432	0.5222	0.5611	0.5379	0.4048	0.2245	0.1784	0.2297	0.272	0.5209	0.6898	0.8202	0.878	0.76	0.7616	0.7152	0.7288	0.8686	0.9509	0.8348	0.573	0.4363	0.4289	0.424	0.3156	0.1287	0.1477	0.2062	0.24	0.5173	0.5168	0.1491	0.2407	0.3415	0.4494	0.4624	0.2001	0.0775	0.1232	0.0783	0.0089	0.0249	0.0204	0.0059	0.0053	0.0079	0.0037	0.0015	0.0056	0.0067	0.0054	0.8872313549183439	0.5098307517122036	0.7199859370082907	0.2850693311075446	0.4209784768548761	0.3691661675211989	0.009840433911489588	0.0	1.0
0.0423	0.0321	0.0709	0.0108	0.107	0.0973	0.0961	0.1323	0.2462	0.2696	0.3412	0.4292	0.3682	0.394	0.2965	0.3172	0.2825	0.305	0.2408	0.542	0.6802	0.632	0.5824	0.6805	0.5984	0.8412	0.9911	0.9187	0.8005	0.6713	0.5632	0.7332	0.6038	0.2575	0.0349	0.1799	0.3039	0.476	0.5756	0.4254	0.5046	0.7179	0.6163	0.5663	0.5749	0.3593	0.2526	0.2299	0.1271	0.0356	0.0367	0.0176	0.0035	0.0093	0.0121	0.0075	0.0056	0.0021	0.0043	0.0017	0.8304244030856116	0.46397841913918547	0.1623773165999286	0.6557977205031694	0.9122361193029174	0.5781637932754231	0.8072091744163621	0.0	1.0
0.0095	0.0308	0.0539	0.0411	0.0613	0.1039	0.1016	0.1394	0.2592	0.3745	0.4229	0.4499	0.5404	0.4303	0.3333	0.3496	0.3426	0.2851	0.4062	0.6833	0.765	0.667	0.5703	0.5995	0.6484	0.8614	0.9819	0.938	0.8435	0.6074	0.5403	0.689	0.5977	0.3244	0.0516	0.3157	0.359	0.3881	0.5716	0.4314	0.3051	0.4393	0.4302	0.4831	0.5084	0.1952	0.1539	0.2037	0.1054	0.0251	0.0357	0.0181	0.0019	0.0102	0.0133	0.004	0.0042	0.003	0.0031	0.0033	0.4909315480361801	0.3703882802741659	0.3574297486929041	0.6105527662657305	0.3658472850859348	0.8194038828620165	0.3459446084941783	0.0	1.0
0.0096	0.0404	0.0682	0.0688	0.0887	0.0932	0.0955	0.214	0.2546	0.2952	0.4025	0.5148	0.4901	0.4127	0.3575	0.3447	0.3068	0.2945	0.4351	0.7264	0.8147	0.8103	0.6665	0.6958	0.7748	0.8688	1.0	0.9941	0.8793	0.6482	0.5876	0.6408	0.4972	0.2755	0.03	0.3356	0.3167	0.4133	0.6281	0.4977	0.2613	0.4697	0.4806	0.4921	0.5294	0.2216	0.1401	0.1888	0.0947	0.0134	0.031	0.0237	0.0078	0.0144	0.017	0.0012	0.0109	0.0036	0.0043	0.0018	0.7538861509316922	0.5364450372730352	0.22448164026049722	0.8635126323676038	0.07240230157441818	0.7271826355956472	0.6848092154431829	0.0	1.0
0.0269	0.0383	0.0505	0.0707	0.1313	0.2103	0.2263	0.2524	0.3595	0.5915	0.6675	0.5679	0.5175	0.3334	0.2002	0.2856	0.2937	0.3424	0.5949	0.7526	0.8959	0.8147	0.7109	0.7378	0.7201	0.8254	0.8917	0.982	0.8179	0.4848	0.3203	0.2775	0.2382	0.2911	0.1675	0.3156	0.1869	0.3391	0.5993	0.4124	0.1181	0.3651	0.4655	0.4777	0.3517	0.092	0.1227	0.1785	0.1085	0.03	0.0346	0.0167	0.0199	0.0145	0.0081	0.0045	0.0043	0.0027	0.0055	0.0057	0.2223942990292337	0.06852812834970168	0.8469197482224958	0.34581385783189256	0.5631536599891255	0.6327656958215302	0.7182137211816203	0.0	1.0
