TEMP	HUMID	SOLAR	WIND	!WBE
34.9	0.0012	2.9	3.07	417.8
34	0.001	2.9	5.92	416.01
32	0.0009	3.1	7.61	415.63
29.8	0.0009	3.2	6.27	418.62
29.5	0.0009	3.3	4.38	415.42
28.6	0.001	3.3	4.6	414.95
28.8	0.001	3.4	4.35	414.79
27.9	0.0011	3.3	3.18	413.53
27.9	0.0012	21.6	3.79	397.59
28.2	0.0013	163.2	3.67	397.01
33.4	0.0013	337.1	3.65	402.72
40.7	0.0012	489.4	2.01	411
47.1	0.0011	590.4	3.1	416.94
52.3	0.0017	629.5	4.73	417.37
56.1	0.0017	601.2	5.86	420.25
59.7	0.0018	507	8.36	428.07
61.8	0.0018	359.1	8.14	428.83
62	0.0018	177.8	7.19	415.38
61.1	0.002	19.9	7.28	409.86
58.6	0.0023	0.7	7.9	426.1
56.2	0.0024	1	8.52	435.43
53.2	0.003	1.2	6.84	429.47
50	0.0026	1.4	10.21	428.52
48.8	0.0026	1.6	11.19	432.18
47.2	0.0028	1.7	9.84	426.23
46.1	0.0028	1.8	9.6	423.26
45.7	0.0029	2	7.68	419.26
45.1	0.0029	1.8	6.62	418.17
44.2	0.0029	2	7.24	418.4
42.4	0.003	2.1	6.25	416.98
41.2	0.003	2.3	4.88	416.91
40.6	0.003	2.3	4.51	415.6
40.9	0.0028	20.6	3.33	398.77
41	0.0027	166.1	3.51	402.55
43.3	0.0027	343	4.19	414.89
52.7	0.0021	501.1	0.36	440.4
59.3	0.0013	605.1	1.99	454.03
63.8	0.0005	644.1	2.88	449.76
66	0.0003	611.9	5.42	452.56
68.2	0.0003	516.3	5.08	453.16
68.6	0.0004	364.5	6.46	450.44
68.3	0.0005	182.9	5.86	444.94
65.9	0.001	19.4	4.18	437.8
64.5	0.0009	0.5	4.92	438.97
62.2	0.0011	0.6	6.94	428.59
58.5	0.0017	0.7	7.7	437.61
56.2	0.0018	1.1	7.64	437.84
55.3	0.0018	1.1	9.45	433.08
53	0.002	1.2	8.2	428.25
50.3	0.0025	1.5	7.78	422.68
48.7	0.0026	1.6	5.83	420.98
47.3	0.0021	1.7	6.55	421.02
46.6	0.0023	1.7	8.19	421.36
46.1	0.0026	1.8	9.36	422.47
44.7	0.0028	2	4.79	419.1
45.5	0.0031	2	5.57	417.72
45.4	0.0033	11.9	8.27	405.06
45.1	0.0034	66.8	7.34	408.57
46.9	0.0035	186.3	7.71	428.29
51.2	0.004	199.3	9.68	464.62
54.3	0.0042	405.5	8.36	492.7
57.9	0.0044	406.4	7.9	478.94
60.3	0.0038	450.9	8.84	471.52
62.1	0.0035	419.6	5.37	481.26
61.6	0.0038	146.3	4.76	472.69
62.2	0.0037	98.2	0.8	456.02
61.3	0.0038	12.6	0.8	447.84
60.3	0.0038	1	0.8	445.42
58.7	0.0039	1.2	0.63	433.71
57.3	0.0041	1.2	2.84	433.27
55.6	0.0044	1.2	5.81	436.24
55.3	0.0042	1.2	4.57	433.91
55.3	0.0048	1.2	5.13	429.25
53.6	0.0051	1.4	3.15	421.15
53.5	0.0061	1.4	4.1	416.48
49.2	0.0057	1.6	2.06	414.98
46.6	0.0062	1.8	3.01	415.18
45.9	0.0065	1.8	4.17	411.92
46.6	0.00432	2	4.52	411.58
45.8	0.004298	1.8	3.48	410.09
45.1	0.004108	21.4	3.44	397.66
45.2	0.004148	126.3	2.53	401.74
49.6	0.0075	264.4	2.21	418.95
57.1	0.0076	181	4.51	443.55
60.2	0.0083	169.5	5.73	475.45
62.5	0.0089	169	5.26	468.5
64.2	0.0094	150.5	6.45	468.91
63.4	0.0102	49.2	7.23	469.39
62.6	0.0111	69.2	4.29	469.29
63.2	0.0114	32.6	3.5	459.69
62.5	0.0119	3.1	3.95	452.1
61	0.005823	0.7	7.4	451.68
60.5	0.005911	0.7	9.51	438.1
60.6	0.005601	0.7	7.82	432.22
60.2	0.004969	0.9	5.3	434.22
59.8	0.00371	0.9	5.08	434.8
59.3	0.006629	0.9	5.04	434.34
58.8	0.006854	0.9	5.13	429.3
58.5	0.006942	0.7	5.37	427.83
58.3	0.006597	0.9	4.78	423.53
58.1	0.00768	0.7	4.11	418.2
58	0.006925	0.7	6.5	418.73
57.8	0.007352	0.7	6.39	417.71
57.8	0.007265	0.7	7.18	416.67
57.8	0.006932	6.2	6.26	404.27
58.1	0.00661	42.4	6.01	404.75
58.7	0.007923	79.9	5.17	437.91
59.1	0.006776	155.3	6.14	466.85
61	0.007077	212.9	4.3	485.91
62.5	0.008022	162.7	4.07	488.73
64.2	0.0128	151.9	3.38	485.4
65.2	0.0121	95.3	2.82	486.38
66.2	0.0117	111.2	1.06	485.9
67.3	0.0109	51.4	2.48	469.33
67.3	0.0104	8.9	2.94	462.53
66	0.0109	0.3	3.18	460.94
64.8	0.0116	0.4	4.95	452.93
64.1	0.012	0.5	5.73	453.69
63.5	0.0125	0.5	4.56	458.74
62.4	0.00564	0.5	4.12	451.73
61.6	0.00845	0.6	2.66	443.44
62.5	0.009409	0.6	6.18	437.51
63	0.009509	0.5	5.2	432.98
62.8	0.008349	0.5	6.1	426.77
56.3	0.007369	0.6	3.73	423.9
54.4	0.005856	0.9	7.04	421.83
50.9	0.005708	1.1	8.07	421.78
48.8	0.005	1.4	7.3	421.45
47.3	0.00471	3.8	7.41	410.1
46.7	0.00454	25	7.96	405.39
46	0.004374	40.9	8.78	410
44.9	0.004243	62.4	8.8	422.39
44.7	0.00433	89.9	8.2	427.77
44.5	0.004053	63.8	8.19	430.3
43.9	0.004091	27.2	7.83	431.9
43.6	0.003947	30.4	5.76	437.79
43.4	0.003677	17.7	7.67	449.12
42.8	0.003564	8.7	7.99	451.85
42.2	0.003458	2.9	8.79	451.84
42.2	0.003388	2	8	442.31
44.6	0.003332	2	8.77	434.98
44.6	0.003276	2	9.74	436.75
44.3	0.003021	2	8.85	432.89
43.6	0.002791	2	8.99	433.87
42.4	0.003099	2	7.95	434.01
41.5	0.003213	2.2	9.61	429.71
40.2	0.003036	2.1	11.66	426.44
40.7	0.0052	2.2	10.29	425.54
38.1	0.0045	2.3	10.07	426.12
39.4	0.0046	2.3	8.62	427.22
40.4	0.0047	2.3	10.61	425.43
40.3	0.0048	2.3	10.78	422.45
38.7	0.0045	6	6.98	413.03
37.2	0.0043	46.3	8.66	407.22
37.7	0.0044	109.2	8.81	407.16
38.2	0.0042	189.3	9.99	414.48
39.9	0.0039	378.1	10.7	416.55
42.5	0.0036	407.9	10.12	415.79
46.3	0.0032	587	10.45	418.14
48.8	0.0026	494.8	11	429.78
49.8	0.0025	325.4	9.36	432.62
49.8	0.0022	151.7	9.46	433.94
48.7	0.0026	15	5.05	433.33
47.6	0.0025	1.7	3.66	435.79
46.5	0.0026	1.8	2.38	431.14
46.1	0.0027	2	2.11	431.59
46.3	0.0028	2	2.34	435.44
45.2	0.0028	2	3.22	435.74
43	0.0031	2	4.88	433.27
41.8	0.0031	2.1	4.86	427.45
41.5	0.003	2.2	4.61	427.84
41.4	0.0029	2.2	4.88	430.64
41	0.0029	2.1	4.34	429.69
40.5	0.0029	2.1	5.4	430.53
39.4	0.003	2.3	5.38	427.87
38.2	0.0033	2.3	6.01	427.62
38.8	0.0031	8.7	5.06	417.54
39.2	0.0032	51.9	3.22	412.34
40.4	0.0032	122.2	1.45	415.27
43.2	0.003	211.2	0.57	428.49
45.9	0.0025	228.3	2.1	431.49
47.4	0.0022	229	5.02	434.72
47.9	0.0022	221.7	3.2	434.4
48.6	0.0022	238.6	3.15	438.99
48.9	0.0019	107	3.41	446.03
48.8	0.0019	43.8	3.91	444.18
47.6	0.0021	6.2	6.17	446.38
46.7	0.0022	1.6	3.79	441.17
46.1	0.0023	1.7	4.42	439.77
44.6	0.0029	1.8	4.03	445.99
43.5	0.0033	2.1	4.73	448.89
43.2	0.0036	2.1	4.71	438.24
43.5	0.0038	2.1	5	437.42
43.4	0.0041	2	3.73	433.23
43.3	0.0047	2	4.27	430.59
42.8	0.0049	2.1	3.22	426.17
42.3	0.005	2.2	3.98	423.69
42.7	0.0048	2.1	3.94	423.52
42.8	0.0047	2.1	4.41	436.72
43.7	0.0044	2.1	5.06	493.07
44	0.0043	3.7	4.46	526.52
44.6	0.0041	25	4.99	623.92
46	0.0042	60.9	5.67	701.05
48	0.0043	97.5	5.72	729.9
49.4	0.0042	139.2	6.59	749.29
49.4	0.0038	137	6.25	741.11
50.3	0.0034	180	5.79	749.17
51.1	0.0034	81.4	5.89	754.14
50.9	0.0035	53.6	5.57	742.06
50.7	0.0038	32.1	5.74	723.84
50.8	0.004	4.7	4.55	619.44
50.6	0.0043	1.4	4.05	571.08
50.2	0.0047	1.4	5.16	555.13
49.6	0.0051	1.6	4.57	551.89
50.3	0.0056	1.4	3.46	545.8
49.8	0.0058	1.5	5.16	541.02
51.3	0.0069	1.4	6.2	536.18
52.1	0.0078	1.4	8.21	536.32
53	0.005263	1.4	7.95	532.67
54	0.005418	1.2	8.35	531.36
54.5	0.005849	1.1	9.25	533.26
54.9	0.005756	1.1	11.38	531.11
55.6	0.006045	1.1	9.66	535.65
56.5	0.007006	1	8.16	553.8
56.9	0.006201	1.6	7.27	581.17
56.5	0.006363	13.6	7.23	657.32
56.5	0.005682	45.3	8.47	716.97
57.2	0.006357	57.2	7.43	764.62
58.4	0.005847	79.9	3.93	769.1
60.2	0.006612	74.6	6.38	751.2
61.6	0.006666	73.1	6.71	774.84
62.8	0.007174	62.4	5.19	773.22
64.3	0.007258	59.2	3.94	753.67
66.5	0.007464	53.8	4.97	723.39
67.7	0.008981	9.7	8.53	616.45
67.3	0.009054	0	9.1	570.54
67	0.008448	0.1	7.37	560.27
66.7	0.00735	0	5.26	561.72
66.8	0.006566	0.1	4.57	562.22
66.7	0.006294	0	4.31	552.67
62.8	0.0108	0.3	7.32	531.65
60.7	0.0088	0.6	1.63	525.57
59.5	0.0093	0.6	3.83	528.97
59.9	0.0059	0.6	5.98	522.62
59	0.0044	0.7	3.69	522.39
58.3	0.0038	0.9	5.8	526.43
57.3	0.0031	0.9	7.02	531.97
55.6	0.0031	1	7.08	535.19
53.4	0.0031	9.7	11.82	555.71
51.2	0.0036	56	8.64	645.49
49.9	0.0035	209.3	12.66	714.84
49.8	0.0036	299.1	11.4	759.99
49	0.0037	261.5	9.76	763.89
49.4	0.0036	365.9	8.81	755.98
50.1	0.0034	266.9	8.34	770
52	0.0035	344.5	8.27	763.05
51.4	0.0035	178	8.57	749.68
49.5	0.0035	61.1	7.83	726.88
48.5	0.0037	8.4	7.27	621.05
47.9	0.0039	1.5	6.27	557.83
47.9	0.0038	1.5	6.99	549.45
47.6	0.0038	1.5	7.25	547.12
47.3	0.0039	1.5	5.73	537.67
47	0.004	1.5	5.1	534.7
46.8	0.0041	1.6	4.97	529
46.4	0.004	1.6	5.8	529.17
46.3	0.004	1.6	5.88	533.49
46.2	0.004	1.6	6.39	541.04
46.1	0.004	1.6	6.48	539.54
46.3	0.004	1.6	5.78	535.91
46.2	0.0041	1.7	4.89	536.24
46.1	0.0043	1.6	4.74	544.24
46.2	0.0045	2.9	4.06	568.1
44.7	0.0051	36.3	3.61	637.46
45.6	0.0055	45	4.1	687.14
44	0.0057	62.1	9.93	727.95
45.2	0.006	74.8	8.82	753.81
45.6	0.0057	64.8	7.44	755.39
45.6	0.0062	55.8	3.29	769.48
45.4	0.003426	33.1	2.92	766.21
45.3	0.00366	25.5	4.95	748.96
45.3	0.003399	16.7	4.44	713.78
45.3	0.003568	3.9	5.84	618.74
44.9	0.003202	1.6	4.67	556.5
45.1	0.003311	1.6	5.13	537.68
45.3	0.002985	1.6	3.53	537.36
45.4	0.002887	1.6	5.03	537.03
45.2	0.002645	1.6	5	527.77
44.7	0.003555	1.5	6.05	515.61
44.6	0.00378	1.6	5.08	497.72
44.4	0.003766	1.6	4.64	487.17
44.2	0.003985	1.7	5.49	480.96
43.9	0.003983	1.7	5.09	475.9
43.8	0.004132	1.7	5.58	472.72
43.6	0.004059	1.7	6.33	469.72
43.8	0.004179	1.7	5.16	468.4
43.7	0.004073	2.8	4.53	460.32
43.8	0.004026	15.3	4.22	453.25
43.9	0.003945	52.1	4.46	473.95
44.1	0.003708	84.6	5.38	485.59
44.7	0.003866	70.9	5.31	510.68
44.9	0.003767	80.4	5.03	518.19
44.9	0.00363	58.7	4.83	514.62
44.9	0.003628	75.8	6.04	509.67
45.1	0.003453	66.8	7.12	514.19
44.9	0.003342	20.6	6.64	509.59
44	0.003244	4.5	7.1	520.16
43.7	0.003134	1.7	5.97	524.44
43.5	0.002982	1.7	5.86	518.91
43.2	0.002721	1.7	5.54	516.91
43	0.002539	1.7	5.34	511.92
43	0.002639	1.7	6.45	510.42
43.2	0.003287	1.7	4.71	506.92
42.9	0.003386	1.7	4.52	491.04
43	0.003186	1.7	2.12	478.72
43.2	0.003391	1.7	3.67	464.03
42.9	0.003649	1.7	3.5	460.2
42.7	0.003786	1.7	4.87	457.49
42.8	0.003653	1.7	4.63	457.17
42.8	0.003808	1.7	4.56	456.24
42.7	0.003796	6.5	3.69	444.01
42.4	0.003662	71.4	3.62	437.43
44.2	0.0055	229.3	3.55	442.73
48.8	0.0045	470.9	5.93	458.84
52.1	0.0035	584.1	5.72	478.11
53.4	0.0028	635.4	9.21	493.98
54.4	0.0027	609	10.78	492.39
55.3	0.0026	529	8.26	503.3
56	0.0024	378.1	8.15	502.59
56.1	0.0023	198.5	6.16	497.62
55.2	0.0024	32.8	3.61	488.19
53.9	0.0025	1.1	0.78	500.46
53.4	0.0026	1.5	0.78	502.75
52.6	0.0026	1.6	0.39	504.49
51.8	0.0027	1.6	3.35	501.63
50.7	0.0029	1.6	5.07	487.84
49.5	0.0029	1.6	6.13	464.11
47.9	0.0027	1.6	6.43	458.79
46.6	0.0029	1.6	6.29	453.15
44.9	0.0033	1.8	7.19	446.34
45.1	0.0033	1.8	8.58	447.43
44.9	0.0036	1.8	7.21	446.21
42.8	0.0035	1.8	6.36	450.62
42.5	0.0036	2	6.62	483.07
41	0.0037	17.2	8.42	524.7
41.7	0.0041	158.8	7.75	642.04
45.1	0.0038	343	8.76	695.82
50.6	0.0035	505	9.2	737.48
55.8	0.0031	615.8	7.22	751.98
59.3	0.0027	660.7	8.24	727.18
63.5	0.0023	638.8	8.28	747.71
65.3	0.0015	549.9	7.74	751.71
66.1	0.0012	403	7.95	752.72
65.8	0.002	215.4	9.31	724.02
63.9	0.0025	36.7	7.11	624.81
62.1	0.0029	0.4	6.51	573.06
59.6	0.0029	0.6	7.02	554.05
56.5	0.0038	0.7	7.25	561.23
53.9	0.0054	0.9	10.17	562.33
52.8	0.0053	1	9.11	556.86
51.4	0.005	1	9.26	542.94
50.4	0.0053	1.2	5.11	526.56
50.8	0.0056	1.2	8.69	508.42
49.8	0.006	1.2	8.41	495.3
48.7	0.0062	1.4	8.45	491.71
47.9	0.0062	1.5	6.82	487.51
47.8	0.0059	1.6	5.18	491.29
48.1	0.0062	1.5	3.76	522.71
47.8	0.0065	19.2	6.58	545.93
49.8	0.0071	197.8	3.04	650.45
53.3	0.0074	323.5	7.38	736.06
58.1	0.0072	444.5	8.71	778.13
61.9	0.0062	566.5	6.88	790.37
64.3	0.0053	530.9	3.61	778.26
65.5	0.005	477.7	2.45	782.53
68.2	0.0041	533.3	1.73	781.62
68.5	0.0038	389.4	2.7	762.38
68.4	0.0036	216.3	2.1	725.51
67.5	0.0036	23.8	2.06	610.76
64.5	0.0035	0.1	2.75	566.44
62.1	0.004	0.5	2.99	556.84
60	0.0041	0.7	4.47	555.18
59	0.004	0.9	5.19	553.35
58.5	0.004	1	1.96	543
57.7	0.0038	1.1	4.04	531.79
56.8	0.0034	1.2	5.78	517.85
57.8	0.0031	1.1	3.05	510.61
55.2	0.0033	1.2	4.01	504.53
53.6	0.0031	1.4	3.65	500.84
51.5	0.0032	1.5	1.31	501.07
51.4	0.0032	1.6	0.56	506.29
48.7	0.0035	1.6	1.16	539.65
46.9	0.0035	16.5	1.76	564.11
47.2	0.0036	153.9	1.2	660.7
53.6	0.0035	336.7	0.37	723.95
59	0.0029	498.7	2.83	753.06
63.5	0.0022	609.5	4.66	765.88
66.6	0.0018	658.3	3.73	761.84
68.6	0.0015	636.8	3.6	771.96
70	0.0015	547	4.24	773.36
70.9	0.0017	400.1	5.13	768.57
71.3	0.0019	213.7	6.57	741.25
69.8	0.0027	36.5	5.16	626.64
68	0.0032	0	5.25	588.54
65.9	0.0043	0.1	6.2	575.54
62.5	0.0067	0.4	8.89	568.8
59.3	0.0082	0.5	7.2	572.33
57.4	0.0093	0.7	3.91	557.93
56.1	0.006101	1	2.75	549.96
55.5	0.006865	0.9	4.12	545.46
55.3	0.006931	0.9	8.46	532.35
56	0.006661	0.9	6.01	520.17
55.9	0.006933	0.9	4.95	510.53
55.2	0.006644	0.9	5.79	510.67
56.8	0.007407	0.9	8.96	509.18
55.6	0.007095	1	9.1	534
55.2	0.006738	7.9	8.57	561.79
55.1	0.006698	65.8	9.33	663.79
56.5	0.0097	322.5	8.95	724.48
59	0.0091	490.4	8.27	751.65
62.8	0.0076	605.6	8.81	749.88
66.8	0.0064	655.4	8.82	735.06
70.2	0.0057	632.4	8.52	755.95
73.2	0.0056	544.1	5.9	757.54
75	0.005	398.2	4.35	757.71
74.8	0.005	207.3	4.68	732.57
73.7	0.0051	34.3	4.25	635.34
71.9	0.0054	0	3.22	590.08
68.6	0.006	0.3	1.07	573.8
65.2	0.0063	0.5	2.33	571.88
63.2	0.0043	0.7	7.19	568.16
60.6	0.0039	0.9	5.57	558.05
57	0.0035	1	7.55	545.22
54.6	0.0025	1.1	8.67	532.38
52.6	0.002	1.4	9.31	522.38
50.8	0.0016	1.5	10.23	512.85
48.9	0.0012	1.7	12.32	504.16
47.5	0.0013	1.8	11.33	504.74
47.1	0.0018	1.8	12.09	511.44
46.3	0.0017	1.8	10.62	545.46
45.1	0.0017	16.2	7.92	562.53
45.2	0.001	152.7	8.69	668.62
48.2	0.0003	344.5	11.1	731.78
51.7	0.004067	510.9	14.85	764.62
53.1	0.003996	623.2	13.38	760.9
55.1	0.003704	670.5	12.55	748.09
56.3	0.003688	649.5	12.25	771.12
56.8	0.003929	562.1	12.84	784.65
56.8	0.004475	416.2	11.73	771.41
55.1	0.004507	228.6	12.09	729.89
52.6	0.004746	43.6	10.67	612.76
49.4	0.004776	1.5	9.06	578.38
46.6	0.0001	1.7	7.34	566.31
44.4	0.0002	2	7.73	552.07
42.5	0.0003	2.1	6.21	552.3
40.9	0.0004	2.5	5.65	545.37
39.5	0.0005	2.5	5.8	528.51
38.3	0.0005	2.6	5.68	511.28
37	0.0005	2.7	4.98	512.12
35.9	0.0006	2.7	5.94	513.48
34.4	0.0006	2.8	5.24	507.26
33.7	0.0007	2.9	4.46	507.82
32.7	0.0007	3.1	3.83	507.72
32.4	0.0007	3.2	3.25	509.02
32.1	0.0008	21.9	1.88	499.06
33.1	0.0008	157	4.86	503.5
36.4	0.0008	328.4	6.29	503.55
41	0.0005	514.3	8.78	522.24
44.6	0.0003	469.4	6.5	528.17
48.8	0.002401	668.5	6.24	530.42
51.4	0.002577	644.1	7.65	530.46
53.2	0.0001	522.1	7.42	535.97
54.8	0.0003	392.3	7.19	534.29
55.1	0.0006	170.5	6.85	527.31
54.4	0.0011	8.9	3.93	516.98
53.7	0.0014	1.1	3.52	524.07
52.2	0.0018	1.1	6.49	520.42
50.1	0.0022	1.2	9.24	514.99
48.6	0.003	1.4	8.88	509.88
48	0.0035	1.6	8.45	508.2
48.4	0.0041	1.6	7.15	498.74
47.7	0.0044	1.7	5.33	496.62
47.1	0.0046	1.7	4.66	485.93
46.6	0.0048	1.8	3.15	477.98
46.4	0.0049	1.7	2.16	475.98
46.5	0.005	1.7	1.87	477.68
47.1	0.0052	1.7	1.85	477.07
47.8	0.0054	1.6	1.4	485.7
48.1	0.0055	4.4	1.17	477.06
48.9	0.0058	30.6	1.79	474.6
51.2	0.0062	96.8	3.23	486.02
54	0.0065	182.4	2.96	494.94
58.6	0.0069	273.7	6.5	501.51
61.8	0.0074	136.6	6.56	506.92
63.1	0.008	120	5.93	520.1
64.4	0.0081	185.1	7.3	519.73
65.3	0.008	148.8	7.45	514.46
65.8	0.0082	75.1	6.92	503.29
65.2	0.0084	11.4	3.59	497.5
64.7	0.0084	0.5	4.64	511.3
64.4	0.0086	0.5	4.58	508.68
64.2	0.0092	0.5	5.24	519.84
63.1	0.0097	0.5	5.22	528.97
62.4	0.0104	0.6	6.12	518.49
62.3	0.0115	0.6	6.15	510.41
62.5	0.0121	0.6	5.35	493.13
61.5	0.0117	0.6	4.15	485.58
60.8	0.0115	0.7	3.89	482.84
60.3	0.009108	0.7	4.27	478.67
60.1	0.008472	0.6	4.59	480.42
60.3	0.00936	0.6	3.57	489.43
60.7	0.009015	0.6	4.31	529.04
61.6	0.009132	3.2	4.55	609.78
61.8	0.008738	56.5	5.34	742.39
62.8	0.009635	120	6.64	794.81
64	0.0128	253.4	7.64	725.06
65.6	0.0128	245.9	7.89	725.06
67.5	0.0113	279.1	8.82	725.06
71.1	0.0089	579.2	10.8	725.06
71.9	0.0081	379.6	10.4	834.19
72.2	0.0079	288.3	9.2	833.83
72.2	0.0076	193.4	10.67	807.51
70.7	0.0078	32.8	7.27	702.23
68.5	0.0087	0.1	7.43	654.01
66.7	0.0089	0.1	5.99	640.47
64.3	0.0086	0.4	8.74	631.99
62.3	0.0089	0.5	9.84	604.55
61.1	0.0094	0.6	8.1	567.14
60.3	0.0097	0.7	6.66	545.61
59.5	0.0103	0.7	8.55	515.18
59.3	0.0108	0.7	6.58	502.69
58.8	0.0107	0.9	7.82	498.59
58.6	0.008467	0.9	8.37	498.74
59	0.008847	0.9	8.81	498.89
59.6	0.010097	0.7	7.89	503.85
61	0.009118	0.6	8.41	530.29
62.1	0.010912	7	10.17	594.2
63.2	0.0125	54.8	9.29	718.5
64.5	0.0131	126.3	9.24	792.11
65.3	0.0134	107.8	9.79	826.19
66.4	0.0133	149	9.18	819.24
67.9	0.0126	168.8	9.2	815.12
68.3	0.0132	138.3	8.17	830.34
69.5	0.013	135.8	8.96	840.86
69.8	0.0129	68.5	9.77	826.38
69	0.0133	51.1	7.84	789.09
68.6	0.0137	19.9	7.07	698.98
68.3	0.0134	0.1	6.99	642.95
67.3	0.0142	0.3	7.09	633.39
66.6	0.0141	0.1	7.96	636.64
66	0.0138	0.3	8.05	604.18
66	0.0138	0.1	8.19	590.95
66	0.0138	0.1	6.77	588.05
65.7	0.0137	0.3	5.86	560.05
65.5	0.0136	0.3	5.17	543.45
65.5	0.013911	0.3	4.95	542.36
66.2	0.014294	0.3	6.69	533.55
67	0.014064	0.1	10.7	529.96
67.2	0.014476	0.1	10.73	531.13
67	0.014736	0.1	10.22	560.81
66.8	0.014298	12.1	8.62	644.8
67.2	0.013511	93.6	8.04	751.33
68.2	0.0149	81.2	11.5	811.42
68.7	0.0151	124.3	10.58	842.14
68.8	0.0152	181.2	9.91	850.53
69	0.0153	130.5	9.31	841.37
68.3	0.015	76.3	7.43	849.67
67.3	0.0144	94.6	7.5	857.42
67.8	0.013917	56.8	5.75	843.75
68.7	0.0152	29.2	5.79	810.63
69	0.0153	4.5	5.08	691.77
68.6	0.0151	0	7.89	643.07
68.2	0.015	0	6.25	636.14
68	0.012933	0	5.2	636.03
67.6	0.0131	0	5.7	633.93
67.6	0.011512	0	4.6	589.41
67.3	0.014818	0	3.73	544.29
66.7	0.015728	0.1	2.6	532.46
66.5	0.015324	0.1	1.93	516.64
66.3	0.015146	0.1	1.42	510.36
65.7	0.014862	0.1	2.47	508.54
64.2	0.013	0.1	5.27	507.46
62.3	0.012354	0.3	6.11	513.87
62.5	0.012487	0.3	4.43	559.96
62.8	0.012221	0.7	2.54	646.38
61	0.010289	8.4	4.65	757.98
60.4	0.010038	51.9	5.65	811.33
64.6	0.01141	147.8	5.48	835.47
68.2	0.012839	172.4	6.73	849.8
69.8	0.0157	287.4	8.44	853.57
69.7	0.0157	183.2	7.98	871.73
70.4	0.0161	144.4	7.8	871.12
69.6	0.0156	115.1	6.71	869.65
71.7	0.0151	90.4	6.39	829.32
71	0.0152	8.9	9.88	699.43
69.3	0.0154	-0.1	10.68	640.16
68.9	0.0153	-0.1	11.04	615.14
68.7	0.0152	-0.1	10.12	624.05
68.5	0.0151	-0.1	11.41	627.02
68.5	0.0151	-0.1	11.35	600.63
68	0.0148	-0.1	10.62	571.35
67.7	0.0146	0	10.49	552.01
67.5	0.0145	0	9.34	543.24
67.6	0.0146	0	9.64	520.19
67.4	0.0145	0	9.87	513.44
67.5	0.0145	-0.1	10.33	510.96
67.3	0.0144	0	10.73	512.89
67	0.0143	-0.1	10.64	554.91
67	0.0143	2.8	11.72	650.66
67.3	0.0144	31.9	10.55	760.46
68	0.0148	100.9	10.66	831.26
68.5	0.015	65.5	11.63	874.09
68	0.0148	48.5	10.27	884.89
68.5	0.0151	271.3	10.93	862.43
70.5	0.0161	234.7	12.63	870.45
66.9	0.0132	106	14.71	861.22
58	0.01	160.5	14.83	845.46
56.7	0.0095	47	11.49	804.56
56	0.0087	7.2	12.15	665.3
55.7	0.0085	0.6	11.08	596.13
54.7	0.0073	0.7	11.11	566.73
53.7	0.0069	0.9	11.27	559.3
53.1	0.0066	0.9	9.78	551.04
52.7	0.006	0.9	9.86	521.52
52.2	0.0055	0.9	9.57	504.66
53.3	0.0056	1	9.04	495.3
50.8	0.005	1	8.03	494.81
50.1	0.005	1.1	7.4	503.59
49.9	0.0051	1.2	5.74	500.34
49.8	0.0051	1.1	5.76	492.39
48.3	0.0054	1.2	4	494.45
47.3	0.0057	1.2	4.67	493.89
46.6	0.0061	3.2	3.86	487.77
46.4	0.0056	23.6	4.14	482.61
47.1	0.0051	55.8	3.33	510.59
48.1	0.005	134.1	4.5	524.8
49.8	0.0045	235.6	4.95	535.26
51.8	0.0044	412.8	5.85	539.3
55.7	0.0033	637.8	8.29	553.04
56.6	0.0029	580.2	7.96	555.94
57.7	0.0029	410.8	6.73	564.26
57.3	0.0029	129.7	5.55	558.41
56	0.0031	10.6	5.81	543.21
54.6	0.0033	0.7	2.85	545.53
53.9	0.0035	0.9	0.4	543.97
53.3	0.0036	1	0.11	544.1
52.2	0.0039	1.1	1.66	532.35
51.4	0.004	1.1	2.08	527.46
49.9	0.0043	1.2	5.54	522
47.9	0.0045	1.4	5.21	511.8
47.2	0.0043	1.5	5.1	506.6
46.4	0.0044	1.6	6.08	499.66
45.4	0.0041	1.7	6.03	499.97
43.8	0.0036	1.8	4.91	501.22
42.8	0.0035	1.8	3.9	501.62
42	0.0034	2	4.2	499.41
41.7	0.0034	23.6	3.89	486.77
42.5	0.0034	141.4	1.63	489.4
47.1	0.0033	339.6	4.41	500.35
51.6	0.0029	510.4	6.26	515.42
53.6	0.0026	576.8	5.51	535
55.8	0.0024	679.8	7.06	552.36
57.8	0.0022	668.5	7.09	552.66
59.5	0.002	582.2	5.65	560.5
61	0.0016	437.7	5.55	558.98
61.3	0.0014	251.5	5.24	556.55
60.1	0.0019	61.1	4.58	546.3
57	0.0029	0.6	4.6	555.68
55.1	0.0032	0.9	3.2	556.71
54.1	0.0031	0.9	0.88	561.7
54.6	0.0024	1.2	1.41	559.83
53.6	0.0023	1.2	2.68	542.39
52.1	0.0025	1.2	2.84	527.94
51.1	0.0025	1.2	1.88	514.84
48.5	0.003	1.4	1.14	502.59
49.8	0.0032	1.5	2.27	499.46
48.2	0.0036	1.5	0.2	496.99
46.4	0.0032	1.5	5.07	498.85
46.6	0.0031	1.6	1.8	500.16
47.1	0.0031	1.6	0.23	537.76
46.2	0.0033	14.8	0.34	626.96
47.1	0.0035	163.6	1.53	756.8
50.8	0.0038	362	3.28	825.74
