i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	!ho	!h1
0.39852	0.02361	0.19063	0.28897	0.3878	0.15991	0.25146	0.09765	0.29164	0.2396	0.46394	0.27302	0.68838	0.45907	0.12852	0.09629	0.96621	0.80311	0.05931	0.5631	0.31624	0.31466	0.15479	0.23429	0.37144	0.54412	0.19953	0.35463	0.15807	0.3606	0.23482	0.14157	0.33211	0.51652	0.55881	0.23398	0.45623	0.51177	0.36717	0.52307	0.20317	0.20544	0.50232	0.39674	0.43766	0.24692	0.4551	0.31185	0.23705	0.47903	0	1
0.3628	0.36295	0.43016	0.33726	0.38599	0.35895	0.26258	0.2327	0.32287	0.36856	0.91484	0.60042	0.71632	0.00894	0.34022	0.55941	0.36753	0.11759	0.25845	0.06453	0.44037	0.35778	0.45965	0.28751	0.30372	0.37168	0.29372	0.43585	0.40286	0.53402	0.26079	0.46739	0.4512	0.45811	0.29536	0.44017	0.52709	0.44853	0.46176	0.41665	0.48461	0.31436	0.28071	0.54662	0.5077	0.30925	0.46193	0.44406	0.47233	0.54289	0	1
0.44269	0.17662	0.47004	0.45086	0.23221	0.18127	0.19368	0.27544	0.20119	0.17485	0.50084	0.92036	0.16774	0.28218	0.14484	0.38111	0.56856	0.03701	0.93936	0.25614	0.27687	0.29486	0.28904	0.24737	0.31898	0.38718	0.13707	0.13128	0.19698	0.34531	0.16916	0.38035	0.17721	0.25793	0.41449	0.17354	0.27444	0.22332	0.29371	0.44022	0.14019	0.35221	0.43506	0.36971	0.26869	0.21603	0.30641	0.37214	0.31741	0.19159	0	1
0.05316	0.29663	0.48648	0.36247	0.37554	0.27007	0.15764	0.21881	0.10049	0.44644	0.06927	0.36988	0.36752	0.76132	0.02381	0.25687	0.73309	0.28725	0.90489	0.26825	0.47309	0.29479	0.33949	0.45245	0.51203	0.50645	0.30208	0.28976	0.3436	0.24073	0.40872	0.46362	0.20229	0.29641	0.50826	0.38801	0.44384	0.38918	0.52833	0.53753	0.32094	0.2187	0.42508	0.27045	0.53804	0.36931	0.4483	0.46245	0.35039	0.49647	0	1
0.06632	0.28006	0.1098	0.47219	0.3369	0.25375	0.36314	0.14071	0.19013	0.32973	0.90486	0.71348	0.21856	0.55518	0.56063	0.73333	0.53629	0.21505	0.3301	0.38203	0.31841	0.31299	0.43052	0.37447	0.38414	0.29191	0.40841	0.45415	0.36146	0.27145	0.42318	0.45318	0.35933	0.29133	0.40669	0.21847	0.44293	0.4853	0.40857	0.26291	0.20315	0.27453	0.47894	0.4556	0.32018	0.261	0.45733	0.25923	0.29437	0.34824	0	1
0.37549	0.22582	0.27432	0.46852	0.44075	0.4915	0.48741	0.41315	0.41485	0.12486	0.79175	0.83136	0.04902	0.43122	0.63613	0.10512	0.64773	0.90657	0.19896	0.60892	0.58818	0.55434	0.62618	0.40907	0.4557	0.51907	0.40917	0.5533	0.61437	0.479	0.45819	0.60077	0.54848	0.39048	0.46376	0.45777	0.47804	0.44874	0.33464	0.44855	0.50851	0.61806	0.57421	0.34153	0.46283	0.47035	0.41808	0.56842	0.38822	0.56581	0	1
0.0828	0.03371	0.14384	0.1426	0.16222	0.20656	0.44535	0.46126	0.1143	0.1402	0.8915	0.51456	0.05487	0.80948	0.48792	0.17985	0.60438	0.33073	0.39375	0.28728	0.2045	0.35569	0.39429	0.32876	0.18983	0.20132	0.40409	0.36648	0.327	0.4156	0.22669	0.42077	0.31058	0.24176	0.16538	0.30388	0.33482	0.31511	0.33518	0.18428	0.23821	0.32182	0.22942	0.20617	0.24191	0.23557	0.17231	0.24728	0.26685	0.34235	0	1
0.15624	0.32573	0.31325	0.4206	0.49535	0.32114	0.40573	0.02318	0.06257	0.07448	0.19367	0.86923	0.99496	0.77236	0.97064	0.74457	0.16705	0.91167	0.63292	0.21768	0.29977	0.46298	0.33948	0.31585	0.38592	0.51736	0.4207	0.33167	0.36094	0.42488	0.50483	0.40053	0.28391	0.47785	0.50749	0.34765	0.60414	0.61715	0.42861	0.45953	0.35841	0.34972	0.45184	0.37483	0.55926	0.40165	0.57718	0.62085	0.27157	0.56619	0	1
0.09063	0.4534	0.27212	0.08977	0.2378	0.45451	0.05835	0.39602	0.05182	0.47366	0.37856	0.61503	0.04192	0.1508	0.54587	0.9453	0.78105	0.21494	0.73478	0.1481	0.53255	0.30817	0.44839	0.34746	0.31094	0.28565	0.52527	0.33893	0.43085	0.57224	0.36158	0.41337	0.60366	0.28881	0.27878	0.35299	0.44887	0.34811	0.37082	0.22793	0.45466	0.55287	0.38076	0.28111	0.2456	0.55257	0.1846	0.40801	0.56204	0.22144	0	1
0.4324	0.20863	0.29952	0.3002	0.27333	0.37454	0.46745	0.1414	0.33927	0.44775	0.11578	0.42202	0.4334	0.14887	0.15145	0.20444	0.57566	0.37312	0.60415	0.59534	0.318	0.36644	0.34509	0.46595	0.43069	0.23979	0.44147	0.35581	0.36943	0.5032	0.41856	0.41212	0.45895	0.2429	0.32266	0.48449	0.29776	0.40016	0.24315	0.46832	0.28273	0.5251	0.42844	0.30149	0.34923	0.32385	0.42869	0.37204	0.51475	0.40529	0	1
0.09995	0.24989	0.31797	0.35307	0.03979	0.44361	0.12678	0.11949	0.10723	0.18125	0.83449	0.5789	0.84327	0.02119	0.83656	0.29097	0.02967	0.20895	0.11329	0.78335	0.54809	0.2246	0.56021	0.51373	0.15942	0.18931	0.59101	0.54636	0.42577	0.43105	0.39818	0.35061	0.55392	0.1717	0.27119	0.50551	0.26268	0.23539	0.2339	0.04347	0.4969	0.46318	0.23056	0.23354	0.27327	0.34063	0.21459	0.29268	0.5823	0.25456	0	1
0.02623	0.2224	0.44059	0.05214	0.47369	0.14416	0.00373	0.31734	0.36655	0.43198	0.47449	0.95762	0.44681	0.33381	0.45688	0.86928	0.65761	0.17732	0.89023	0.4111	0.1906	0.35883	0.25015	0.31146	0.56197	0.53315	0.15068	0.18552	0.14877	0.23619	0.25031	0.21287	0.22077	0.34434	0.52422	0.33725	0.4494	0.4098	0.50824	0.52451	0.35732	0.36512	0.59443	0.5012	0.39332	0.22659	0.34574	0.36774	0.16272	0.42254	0	1
0.12486	0.47152	0.42041	0.28815	0.43205	0.46352	0.38838	0.06383	0.4927	0.1664	0.17955	0.0945	0.14005	0.53533	0.80361	0.04238	0.69998	0.0287	0.57457	0.43049	0.40116	0.401	0.53787	0.59151	0.36674	0.42835	0.34637	0.58894	0.39882	0.49146	0.5623	0.52505	0.50179	0.53959	0.34777	0.39898	0.56471	0.55863	0.4453	0.52479	0.38481	0.58733	0.35119	0.52066	0.40832	0.4252	0.57917	0.48562	0.37505	0.44473	0	1
0.16714	0.09234	0.44979	0.01924	0.36648	0.19608	0.11889	0.48983	0.0984	0.19055	0.87639	0.53365	0.2778	0.98026	0.36429	0.77529	0.93721	0.37464	0.57039	0.26227	0.381	0.50722	0.37227	0.22741	0.50952	0.33697	0.26178	0.38773	0.26024	0.28302	0.33216	0.22848	0.25689	0.43469	0.29971	0.33269	0.46975	0.42828	0.39199	0.30223	0.38368	0.30436	0.41805	0.51694	0.38351	0.24925	0.35424	0.32123	0.18846	0.38855	0	1
0.31321	0.33635	0.38951	0.0722	0.16157	0.34409	0.42676	0.47495	0.31925	0.21588	0.69079	0.28075	0.28102	0.45299	0.35218	0.09253	0.44028	0.78479	0.80304	0.15132	0.2726	0.25266	0.42868	0.48405	0.16818	0.37451	0.33823	0.48172	0.42232	0.40083	0.32973	0.25839	0.5208	0.31849	0.30445	0.32574	0.31626	0.16887	0.11757	0.35851	0.36388	0.35109	0.26288	0.12533	0.3586	0.48191	0.36982	0.37613	0.35628	0.26027	0	1
0.02457	0.40647	0.23741	0.3594	0.13978	0.40686	0.31737	0.40942	0.37314	0.14476	0.5441	0.64003	0.8437	0.68578	0.96187	0.35114	0.3186	0.93814	0.67956	0.60961	0.55937	0.18499	0.36827	0.35703	0.27545	0.12794	0.47855	0.30823	0.43365	0.30561	0.34627	0.39241	0.34184	0.15742	0.22032	0.32675	0.30035	0.36385	0.24682	0.15149	0.55329	0.5299	0.28052	0.25814	0.21397	0.4275	0.12412	0.26019	0.5686	0.24931	0	1
0.26902	0.00472	0.07473	0.03637	0.37439	0.4719	0.20249	0.19281	0.12266	0.12841	0.1868	0.03018	0.82655	0.80815	0.66076	0.89099	0.68723	0.28649	0.82093	0.13724	0.43731	0.36251	0.41853	0.38997	0.45486	0.43222	0.36562	0.52427	0.51011	0.61519	0.61562	0.41213	0.51835	0.40771	0.45295	0.41646	0.498	0.375	0.48797	0.54187	0.59935	0.40418	0.53948	0.4656	0.27043	0.57485	0.52265	0.52529	0.37581	0.32477	0	1
0.20141	0.16055	0.33376	0.01818	0.12956	0.04015	0.1865	0.03729	0.41836	0.17557	0.89606	0.49181	0.06277	0.14968	0.75879	0.19818	0.63435	0.16109	0.57725	0.26246	0.20046	0.2993	0.18404	0.04633	0.21628	0.11497	0.12461	0.15766	0.24911	0.15542	0.09666	0.13602	0.21657	0.19131	0.33235	0.28167	0.13485	0.28943	0.15895	0.13891	0.09807	0.12474	0.12237	0.33602	0.18389	0.20927	0.22587	0.15772	0.20087	0.23885	0	1
0.13675	0.01803	0.45995	0.26999	0.3136	0.12717	0.08355	0.33375	0.22798	0.08697	0.45861	0.10686	0.25663	0.40892	0.21436	0.31549	0.27698	0.72812	0.55641	0.04839	0.09862	0.3115	0.12399	0.36219	0.40531	0.45656	0.31879	0.35773	0.15249	0.21424	0.09833	0.31139	0.23501	0.24948	0.25041	0.30436	0.26013	0.41549	0.25186	0.42054	0.14015	0.25693	0.29791	0.48581	0.43313	0.27029	0.25883	0.44753	0.3416	0.25019	0	1
0.33805	0.16535	0.28514	0.11348	0.18981	0.35545	0.44242	0.33334	0.37785	0.38406	0.36553	0.79336	0.16947	0.13846	0.6065	0.18909	0.29463	0.53418	0.95698	0.27247	0.32687	0.29825	0.52558	0.28204	0.16131	0.3716	0.40927	0.46151	0.31867	0.44113	0.49788	0.45287	0.50366	0.33861	0.16164	0.42367	0.4112	0.30841	0.32652	0.38364	0.38476	0.49004	0.31859	0.26113	0.338	0.38196	0.17074	0.15063	0.34567	0.40027	0	1
0.39935	0.04821	0.42967	0.10843	0.33906	0.29637	0.15764	0.2357	0.14223	0.0973	0.24871	0.34238	0.25442	0.36428	0.47393	0.24044	0.94507	0.2525	0.90808	0.71967	0.40304	0.34519	0.34847	0.31789	0.358	0.38774	0.2362	0.33013	0.42337	0.30076	0.43849	0.31197	0.35278	0.49173	0.51833	0.38607	0.31866	0.36278	0.29074	0.29311	0.41005	0.46539	0.48814	0.41887	0.27666	0.24289	0.31722	0.35522	0.42983	0.40978	0	1
0.46888	0.33744	0.32007	0.2369	0.40984	0.44414	0.4032	0.08327	0.26206	0.2531	0.80402	0.1249	0.92464	0.82403	0.48401	0.64691	0.20424	0.2799	0.21219	0.60239	0.56516	0.309	0.46136	0.46039	0.3548	0.56266	0.49488	0.58096	0.48383	0.51412	0.57078	0.57829	0.38917	0.46988	0.47288	0.44334	0.30862	0.35315	0.31257	0.44296	0.51518	0.56221	0.49699	0.47841	0.4007	0.35093	0.35962	0.35144	0.43637	0.31412	0	1
0.25168	0.06964	0.18323	0.28785	0.31897	0.45511	0.37499	0.10735	0.47552	0.20899	0.02082	0.5663	0.70766	0.76229	0.06698	0.73499	0.75869	0.06471	0.6041	0.98727	0.49562	0.39955	0.57251	0.57792	0.45304	0.46466	0.33424	0.55077	0.48791	0.33348	0.36757	0.50991	0.53073	0.43035	0.23665	0.3582	0.37906	0.34927	0.44514	0.39245	0.43748	0.41909	0.32757	0.49446	0.39567	0.42358	0.40492	0.28914	0.355	0.30885	0	1
0.24643	0.44851	0.16891	0.07705	0.05078	0.08129	0.48369	0.37365	0.2394	0.19591	0.33984	0.86423	0.64235	0.56526	0.59708	0.21817	0.31071	0.72264	0.91082	0.9513	0.07978	0.31292	0.11053	0.06733	0.31402	0.10423	0.27847	0.06155	0.14108	0.19617	0.17142	0.32078	0.27837	0.08151	0.2383	0.17699	0.19999	0.06701	0.21491	0.05511	0.30939	0.26559	0.15431	0.17525	0.15948	0.11666	0.08802	0.27893	0.22082	0.27233	0	1
0.39482	0.4106	0.47311	0.02859	0.30451	0.46918	0.0759	0.48169	0.31188	0.28255	0.72829	0.89553	0.27996	0.99602	0.71467	0.20148	0.27991	0.2096	0.83543	0.95216	0.53117	0.32423	0.43438	0.39454	0.31819	0.47729	0.43542	0.45511	0.54907	0.34986	0.39148	0.43852	0.50847	0.24371	0.42754	0.36057	0.3629	0.3802	0.37321	0.22097	0.46313	0.39061	0.32534	0.46619	0.48116	0.54003	0.31843	0.4044	0.35087	0.33078	0	1
0.2986	0.20958	0.11567	0.38745	0.37078	0.44073	0.25905	0.18469	0.34503	0.26449	0.24679	0.2658	0.65541	0.32044	0.42894	0.84889	0.4281	0.91922	0.88649	0.11247	0.4669	0.36042	0.42072	0.40679	0.314	0.34798	0.5141	0.39298	0.51256	0.32726	0.5168	0.44451	0.51152	0.53841	0.52189	0.36966	0.54553	0.35162	0.30677	0.50913	0.49025	0.44974	0.45337	0.38214	0.45235	0.32698	0.29258	0.52903	0.48337	0.32141	0	1
0.11985	0.11809	0.21152	0.42075	0.13421	0.14426	0.20381	0.27729	0.14892	0.15594	0.63929	0.2548	0.90347	0.27188	0.91962	0.12457	0.5045	0.24045	0.43823	0.64618	0.11221	0.28567	0.29597	0.32697	0.17716	0.3609	0.34582	0.27683	0.33954	0.36047	0.12425	0.29036	0.36979	0.30691	0.16281	0.34763	0.27531	0.35805	0.16828	0.24229	0.35976	0.25418	0.2917	0.10408	0.16147	0.27181	0.14457	0.15778	0.22358	0.29472	0	1
0.15408	0.41751	0.42459	0.27743	0.13189	0.23375	0.12467	0.19897	0.15011	0.30604	0.43513	0.56246	0.94232	0.19743	0.98984	0.2695	0.25246	0.95387	0.79708	0.36409	0.24261	0.13589	0.19951	0.44003	0.29143	0.12857	0.29649	0.18581	0.39861	0.20795	0.40773	0.27113	0.29722	0.1451	0.30632	0.33688	0.20971	0.32677	0.17778	0.15176	0.18843	0.22047	0.32804	0.17825	0.18925	0.41796	0.17522	0.29553	0.24279	0.35063	0	1
0.36391	0.11451	0.10496	0.43334	0.28489	0.18097	0.29076	0.01599	0.27096	0.25834	0.24223	0.35492	0.43494	0.69752	0.24286	0.58845	0.45943	0.23143	0.48662	0.10201	0.40467	0.23527	0.32292	0.14572	0.36717	0.24066	0.39563	0.13329	0.40348	0.326	0.3461	0.35021	0.25342	0.43381	0.34319	0.37107	0.33384	0.41712	0.21734	0.21744	0.36069	0.13132	0.47612	0.35704	0.2968	0.25222	0.39338	0.28428	0.33149	0.2782	0	1
0.35572	0.28539	0.05822	0.22667	0.01099	0.27073	0.00177	0.29857	0.34273	0.00689	0.38086	0.81654	0.94319	0.75008	0.91056	0.50196	0.11678	0.15834	0.04881	0.16066	0.2936	0.12937	0.46806	0.34495	0.25497	0.16647	0.28481	0.32441	0.27076	0.42774	0.21429	0.30174	0.27246	0.01406	0.14931	0.35928	0.26512	0.20361	0.20057	0.14744	0.21658	0.37865	0.21317	0.04024	0.0186	0.25719	0.18607	0.04492	0.32174	0.23026	0	1
0.09378	0.15738	0.38305	0.07058	0.01716	0.32552	0.44782	0.09411	0.05284	0.07183	0.45381	0.96699	0.0129	0.63993	0.13523	0.01892	0.53891	0.03972	0.04913	0.77163	0.29608	0.10403	0.28489	0.46371	0.13425	0.1656	0.34936	0.49469	0.37097	0.32738	0.32121	0.5078	0.48419	0.0171	0.12891	0.32683	0.06802	0.13378	0.25752	0.28077	0.4503	0.33559	0.19664	0.17617	0.24321	0.24206	0.18119	0.0265	0.39038	0.08578	0	1
0.27291	0.28389	0.15499	0.0999	0.17482	0.3592	0.39173	0.30199	0.41664	0.43112	0.67523	0.06976	0.0274	0.34967	0.60454	0.99153	0.29181	0.74081	0.41547	0.72206	0.31686	0.24245	0.29208	0.43714	0.3348	0.2747	0.36709	0.2726	0.34787	0.36992	0.51968	0.28044	0.45513	0.37413	0.39986	0.48841	0.20549	0.16494	0.29607	0.28073	0.37767	0.51088	0.15754	0.31152	0.21778	0.43735	0.25032	0.12763	0.46631	0.26558	0	1
0.45195	0.42403	0.00382	0.43876	0.12164	0.26916	0.23771	0.36026	0.27374	0.0224	0.69562	0.32959	0.27144	0.81109	0.48147	0.03086	0.99696	0.5676	0.99136	0.06443	0.19632	0.32622	0.44179	0.25375	0.24793	0.23551	0.46465	0.4403	0.45867	0.26215	0.27092	0.41516	0.32998	0.14481	0.28342	0.28086	0.19787	0.08791	0.15238	0.34337	0.36257	0.34808	0.32421	0.21651	0.33387	0.43941	0.31663	0.26583	0.38696	0.0998	0	1
0.15964	0.30954	0.07724	0.01749	0.16782	0.22958	0.33124	0.24694	0.18004	0.12573	0.10206	0.29585	0.8014	0.19734	0.66325	0.47284	0.64539	0.64795	0.84677	0.14818	0.28055	0.19203	0.23312	0.29344	0.35891	0.17426	0.18548	0.22182	0.21829	0.42855	0.18372	0.36637	0.40401	0.22183	0.24761	0.3265	0.23502	0.35268	0.24054	0.334	0.23436	0.31602	0.14393	0.22078	0.12512	0.3082	0.28441	0.35416	0.16766	0.26541	0	1
0.09692	0.11908	0.44374	0.03045	0.07257	0.03097	0.03436	0.04173	0.30571	0.17996	0.89213	0.16697	0.70235	0.43676	0.08608	0.72644	0.73021	0.2952	0.59233	0.33222	0.17189	0.12845	0.26375	0.08207	0.14205	0.08245	0.13186	0.13519	0.06527	0.02818	0.27273	0.07511	0.12064	0.26911	0.16647	0.23916	0.0568	0.28969	0.08665	0.15233	0.18383	0.18265	0.09104	0.21979	0.10241	0.27556	0.06146	0.16458	0.29156	0.23918	0	1
0.1607	0.39111	0.30043	0.30767	0.41644	0.14142	0.26108	0.38619	0.14015	0.17476	0.88564	0.68098	0.72597	0.75873	0.16389	0.45839	0.90392	0.4246	0.06379	0.75354	0.16473	0.42316	0.31149	0.33101	0.53559	0.57845	0.3768	0.25472	0.10571	0.30891	0.14399	0.17568	0.38039	0.56245	0.34916	0.15592	0.47447	0.42675	0.36553	0.48795	0.15202	0.36071	0.53508	0.47294	0.33295	0.14803	0.35273	0.31824	0.13193	0.46604	0	1
0.42345	0.26271	0.04196	0.04155	0.26921	0.05599	0.13385	0.02105	0.4651	0.32901	0.5425	0.3106	0.60736	0.83754	0.69046	0.58899	0.77872	0.6295	0.91083	0.64235	0.25935	0.45778	0.28372	0.15986	0.30994	0.35602	0.23423	0.21369	0.12067	0.13498	0.27011	0.18105	0.24701	0.3863	0.24812	0.10204	0.29094	0.36912	0.31157	0.21617	0.09467	0.10222	0.3259	0.27291	0.23251	0.29454	0.38815	0.2556	0.05983	0.45596	0	1
0.49327	0.48389	0.13852	0.25471	0.49338	0.3726	0.12074	0.09841	0.46175	0.35166	0.65113	0.54744	0.09517	0.43004	0.7045	0.22433	0.30136	0.30015	0.88042	0.41725	0.34619	0.46029	0.37179	0.46131	0.50944	0.44212	0.34101	0.47594	0.35418	0.40996	0.43034	0.30737	0.51876	0.47028	0.54522	0.39212	0.49465	0.56946	0.44078	0.53749	0.46762	0.4203	0.61204	0.47235	0.56552	0.4801	0.4742	0.40858	0.28339	0.43999	0	1
0.11503	0.25571	0.25186	0.43049	0.40446	0.26362	0.1361	0.39006	0.43004	0.26549	0.75504	0.51343	0.42174	0.10289	0.3364	0.34389	0.646	0.00006	0.506	0.83626	0.43164	0.49389	0.46121	0.22365	0.46549	0.29562	0.43715	0.32121	0.33285	0.3462	0.24293	0.32478	0.42837	0.53501	0.44325	0.45683	0.32636	0.44194	0.45467	0.48273	0.20948	0.4183	0.37314	0.32213	0.29651	0.39781	0.35324	0.33546	0.29957	0.38154	0	1
0.03353	0.37597	0.04438	0.09307	0.4842	0.21463	0.23038	0.06363	0.28005	0.14414	0.07639	0.92775	0.63406	0.32041	0.67507	0.29169	0.69671	0.56704	0.19117	0.78901	0.21831	0.6118	0.18979	0.16603	0.45088	0.57602	0.25103	0.26265	0.31683	0.39734	0.16327	0.33819	0.33921	0.56688	0.43545	0.37098	0.54003	0.45095	0.54911	0.44014	0.36579	0.27985	0.53542	0.4627	0.37866	0.25153	0.52416	0.60937	0.19349	0.47428	0	1
0.41432	0.03041	0.17313	0.13397	0.14364	0.32566	0.39708	0.27347	0.28708	0.24278	0.26206	0.78657	0.9488	0.58448	0.76371	0.2186	0.77951	0.52975	0.46883	0.62967	0.42123	0.19501	0.38207	0.42355	0.2634	0.32434	0.43141	0.34181	0.32372	0.4197	0.26577	0.36546	0.42232	0.26845	0.14386	0.469	0.3185	0.11822	0.36019	0.37253	0.23923	0.3321	0.15287	0.33673	0.3581	0.50337	0.3355	0.17031	0.35436	0.3283	0	1
0.01211	0.20462	0.07434	0.11362	0.44706	0.25065	0.238	0.44608	0.33481	0.44559	0.54834	0.40667	0.64303	0.4124	0.32094	0.56545	0.84513	0.24164	0.24592	0.76372	0.27195	0.37251	0.25871	0.40873	0.4757	0.55348	0.2121	0.38067	0.43326	0.38372	0.39364	0.28204	0.40779	0.44531	0.35513	0.24112	0.48976	0.41635	0.49705	0.5532	0.36775	0.25114	0.496	0.33613	0.43815	0.31249	0.53227	0.51504	0.37994	0.54807	0	1
0.07172	0.48529	0.23129	0.37024	0.48372	0.43611	0.00681	0.34264	0.06258	0.4527	0.96667	0.51902	0.33041	0.24713	0.45988	0.99302	0.3365	0.40098	0.11954	0.73987	0.4429	0.34943	0.56258	0.57527	0.46347	0.51145	0.41785	0.47233	0.39019	0.3825	0.36226	0.52352	0.39258	0.50317	0.56139	0.38988	0.40757	0.58564	0.52669	0.5738	0.42169	0.50555	0.3938	0.35944	0.60077	0.55255	0.43711	0.40205	0.38323	0.52362	0	1
0.01703	0.40971	0.05432	0.12096	0.47925	0.41239	0.31341	0.0827	0.24777	0.23649	0.89576	0.03514	0.11236	0.96748	0.05193	0.90992	0.74326	0.26303	0.79999	0.65123	0.46443	0.5201	0.56036	0.40456	0.59363	0.40977	0.36501	0.33169	0.50696	0.46339	0.39963	0.55018	0.49112	0.43867	0.5663	0.35622	0.43191	0.50315	0.47171	0.37549	0.56276	0.37406	0.46527	0.52797	0.44182	0.40106	0.57562	0.36026	0.45195	0.38967	0	1
0.22719	0.15848	0.12921	0.48369	0.459	0.29963	0.0437	0.39296	0.4962	0.47758	0.58036	0.16006	0.30695	0.91787	0.39649	0.81058	0.21143	0.25324	0.72401	0.57028	0.22281	0.53111	0.23289	0.25126	0.47789	0.60407	0.3952	0.40081	0.34042	0.43556	0.27226	0.31774	0.39593	0.48783	0.46333	0.45517	0.38568	0.40406	0.36465	0.60621	0.49554	0.40306	0.50854	0.51546	0.38579	0.265	0.5244	0.42857	0.24739	0.46538	0	1
0.01443	0.41036	0.21648	0.03015	0.42873	0.05029	0.42322	0.43586	0.09453	0.03776	0.70045	0.3302	0.38703	0.73259	0.61077	0.81149	0.0348	0.42904	0.01591	0.09155	0.14773	0.58419	0.05924	0.2826	0.57839	0.46234	0.1146	0.12037	0.04086	0.15389	0.05069	0.06759	0.27265	0.41105	0.38636	0.26638	0.44005	0.46428	0.34658	0.35748	0.20313	0.08683	0.45319	0.42167	0.4372	0.26955	0.46725	0.34155	0.13231	0.4322	0	1
0.17	0.25057	0.11961	0.25176	0.26654	0.14572	0.42698	0.12832	0.4213	0.4919	0.99369	0.53091	0.72858	0.24436	0.32185	0.62934	0.45802	0.32687	0.15733	0.14564	0.14284	0.4496	0.37526	0.13074	0.32514	0.24664	0.20159	0.32961	0.35936	0.18659	0.31756	0.17638	0.33685	0.42744	0.25952	0.30773	0.25461	0.21897	0.27902	0.41548	0.33259	0.164	0.25681	0.28384	0.29409	0.18544	0.35256	0.30779	0.36128	0.2302	0	1
0.39494	0.28068	0.00549	0.30917	0.47498	0.4239	0.42357	0.14297	0.03404	0.23041	0.50725	0.30414	0.15201	0.32207	0.75641	0.24531	0.23642	0.93236	0.19876	0.8695	0.42298	0.50337	0.44193	0.42043	0.40145	0.38246	0.5026	0.49005	0.39533	0.39915	0.43399	0.4473	0.58382	0.44321	0.59015	0.43202	0.46778	0.48996	0.56618	0.53738	0.56404	0.31156	0.35962	0.47898	0.61294	0.34293	0.60221	0.54446	0.34625	0.56514	0	1
0.18941	0.27127	0.16421	0.37329	0.00635	0.18579	0.49985	0.28705	0.07258	0.10368	0.12328	0.13298	0.08278	0.57234	0.34272	0.42892	0.70939	0.34314	0.6014	0.31893	0.33725	0.18509	0.14134	0.25071	0.13095	0.015	0.28883	0.18458	0.23983	0.37558	0.14321	0.38269	0.31754	0.04425	0.23917	0.28101	0.14188	0.17254	0.07974	0.03872	0.29248	0.37239	0.27447	0.22582	0.14573	0.40487	0.14721	0.17354	0.37361	0.18878	0	1
0.43361	0.42695	0.44266	0.02718	0.06176	0.33821	0.20739	0.04387	0.40393	0.1012	0.60039	0.92815	0.23514	0.71445	0.79403	0.50235	0.27244	0.42622	0.75282	0.63781	0.38284	0.27197	0.41199	0.28116	0.09167	0.18747	0.36809	0.47304	0.40373	0.49628	0.32695	0.35466	0.29047	0.18411	0.26208	0.27925	0.23505	0.06383	0.25923	0.30812	0.32329	0.34963	0.21402	0.13252	0.04642	0.48202	0.17831	0.21837	0.44179	0.28621	0	1
0.3093	0.17119	0.24091	0.19166	0.33481	0.26244	0.13244	0.14019	0.19299	0.12321	0.30366	0.08211	0.85479	0.12946	0.56105	0.18822	0.46566	0.28882	0.23954	0.69859	0.31578	0.44257	0.33263	0.1967	0.38985	0.40075	0.40154	0.3139	0.25187	0.24737	0.46335	0.36186	0.39038	0.34619	0.47373	0.45212	0.44157	0.39503	0.51288	0.47799	0.46765	0.25346	0.27281	0.44582	0.40291	0.34712	0.25254	0.38289	0.38929	0.46198	0	1
0.13099	0.25589	0.21093	0.06185	0.02566	0.34917	0.17383	0.38462	0.45021	0.44235	0.38847	0.67934	0.16185	0.53965	0.22656	0.22129	0.26974	0.74665	0.69176	0.19479	0.32283	0.21237	0.51223	0.42322	0.07205	0.1887	0.27803	0.28076	0.4231	0.41532	0.42426	0.29533	0.28463	0.11404	0.24535	0.34162	0.03154	0.24718	0.09421	0.15223	0.49143	0.26972	0.13577	0.2113	0.1552	0.32452	0.02928	0.24418	0.31908	0.21517	0	1
0.00189	0.39444	0.0959	0.36554	0.12936	0.15768	0.38607	0.08876	0.4119	0.2426	0.1806	0.24586	0.04332	0.29874	0.28229	0.5608	0.31079	0.16693	0.34363	0.7474	0.26093	0.10062	0.33582	0.16065	0.31768	0.20002	0.35188	0.12253	0.34957	0.28698	0.16642	0.13999	0.16714	0.09858	0.32077	0.37257	0.33674	0.30661	0.22089	0.14915	0.1859	0.27436	0.36455	0.2386	0.13211	0.33557	0.30166	0.18885	0.36371	0.28447	0	1
0.44794	0.06858	0.29734	0.36553	0.17642	0.19594	0.40751	0.23382	0.24567	0.12001	0.89822	0.55915	0.65178	0.0019	0.2969	0.70045	0.62661	0.0016	0.8753	0.70178	0.24019	0.38433	0.30143	0.24601	0.16365	0.18663	0.21797	0.15868	0.20779	0.14849	0.4101	0.35779	0.39883	0.35259	0.34567	0.2149	0.22259	0.22325	0.26602	0.16563	0.40503	0.40808	0.30923	0.12923	0.26455	0.22705	0.33583	0.23808	0.22578	0.34336	0	1
